"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Pathogenicity (human)"
10640,"727, GA 875, M 170-6","DSM 43757, ATCC 19247, CCM 2754, DSM 43373, IMET 7547, JCM 3384, NCTC 11293, CCUG 10073, PSA 165, CECT 3051, CGMCC 4.1165, CIP 104503, HUT 6572, IFM 0319, IFO 15531, KCTC 9956, MTCC 274, NBRC 15531, NCAIM B.01954, NCIMB 12082, NRRL B-3828, PCM 2254",1,"Nocardia asteroides",1
10629,,"DSM 43132, IMRU 3409, LBG A 3051, ETH 27044",0,"Nocardia asteroides",1
10630,,"DSM 43262",0,"Nocardia asteroides",1
10631,,"DSM 43264",0,"Nocardia asteroides",1
10632,,"DSM 43265",0,"Nocardia asteroides",1
10633,,"DSM 43267",0,"Nocardia asteroides",1
10634,,"DSM 43268",0,"Nocardia asteroides",1
10635,"M 4014","DSM 43140",0,"Nocardia asteroides",1
10636,,"DSM 43255",0,"Nocardia asteroides",1
10637,,"DSM 43258",0,"Nocardia asteroides",1
10638,,"DSM 43259",0,"Nocardia asteroides",1
10639,,"DSM 43573, SN 6300",0,"Nocardia asteroides",1
10642,,"DSM 44145",0,"Nocardia asteroides",1
10644,,"DSM 46010, CIP 369, IMET 7158",0,"Nocardia asteroides",1
10645,,"DSM 46011, CIP 717, IMET 7159",0,"Nocardia asteroides",1
10650,"381, 631, GA 876","DSM 43758, ATCC 19296, CBS 330.54, IFO 14402, IMRU 845, JCM 3374, NBRC 14402, NCTC 11294, CCT 3439, CCUG 10074, CCUG 10098, CECT 3052, CIP 104502, IFM 0236, IMSNU 21222, IMSNU 21223, NCIMB 12083, VKM Ac-863",1,"Nocardia brasiliensis",1
10646,"N 64, Ts 23105 (768)","DSM 43009",0,"Nocardia brasiliensis",1
10647,"No 409","DSM 43064, ATCC 19295, CCM 165, IMRU 744",0,"Nocardia brasiliensis",1
10648,"Tü 69","DSM 43112, ETH 27413, NRRL 2962",0,"Nocardia brasiliensis",1
10649,,"DSM 43133, IMRU 536, LBG A 3053, ETH 27048",0,"Nocardia brasiliensis",1
10651,,"DSM 44924, IFM 0955",0,"Nocardia brasiliensis",1
10652,,"DSM 46032, IMET 7397, RIA 637",0,"Nocardia brasiliensis",1
10653,"N 222, N222","DSM 46059, IMET 7460",0,"Nocardia brasiliensis",1
10669,"GA 919 (N 164), M 258","DSM 43665, ATCC 3318, DSM 43257, DSM 43578, IMRU 3318, NCIB 12058, NCTC 11134, JCM 3088, BCRC 13380, BCRC 13722, CBS 318.60, CCUG 10109, CCUG 27778, CCUG 48656, CECT 3053, CECT 4069, CGMCC 4.1166, CGMCC 4.1829, CIP 104775, IFM 0028, IFM 0284, IFO 15532, IMET 7377, IMSNU 21224, KCTC 9958, NBRC 15532, NCIMB 12058, NRRL B-2089, PCM 2173",1,"Nocardia farcinica",1
8361,,"DSM 43527, SN 1602",0,"Nocardia farcinica",1
10641,,"DSM 44144",0,"Nocardia farcinica",1
10661,"N 1 (strain Berlin)","DSM 43003",0,"Nocardia farcinica",1
10662,"S641, N22","DSM 43006",0,"Nocardia farcinica",1
10663,"S643, 51.5","DSM 43063, ATCC 9504, CCM 3254, IMET 7452",0,"Nocardia farcinica",1
10664,S644,"DSM 43131, LBG A 3052, NCTC 6761, CCUG 222, ETH 27045",0,"Nocardia farcinica",1
10665,"S390, Noc. 1","DSM 43244, ATCC 6864, DSM 43667, IMET 7019, NCTC 1935",0,"Nocardia farcinica",1
10666,"S738, Schering 257","DSM 43289, ATCC 3308, IFO 3384, IMET 7020, NBRC 3384, NCTC 4526, JCM 3002, BCRC 13364, BCRC 16268, CIP 104821, IID 1646, LMG 4062",0,"Nocardia farcinica",1
10667,"S647, 24 Foal Blackwell, Schering 273","DSM 43298, ATCC 6846, IMET 7257, NCTC 630, CBS 272.53",0,"Nocardia farcinica",1
10668,,"DSM 43577, IMRU 3301",0,"Nocardia farcinica",1
10670,"844, GA 880 (N 119), N 705","DSM 43668",0,"Nocardia farcinica",1
10671,,"DSM 43669",0,"Nocardia farcinica",1
10672,S560,"DSM 44562",0,"Nocardia farcinica",1
10673,S651,"DSM 46004, ATCC 7372, IMET 7021, JCM 15836, CBS 246.55, IFM 0008",0,"Nocardia farcinica",1
10674,"A 123","DSM 46005, IMET 7141, RIA 476",0,"Nocardia farcinica",1
10675,,"DSM 46028, CIP 736, IMET 7378, IP 736",0,"Nocardia farcinica",1
10742,"23095, 2338, R443(1)","DSM 44481, ATCC 33726, CCRC 13746, CIP 104777, IFM 0290, IFO 15556, JCM 6044, NBRC 15556, CCUG 45939, BCRC 13746, CECT 3056, CGMCC 4.1705, CGMCC 4.1879, IMSNU 21197, IMSNU 21201, KCTC 9959, VKM Ac-1971",1,"Nocardia nova",1
10734,BL-29,"DSM 40806, ATCC 15074",0,"Nocardia nova",1
10735,"443 (1)","DSM 43207, DSM 438",0,"Nocardia nova",1
10736,"443 (2)","DSM 43209, DSM 440",0,"Nocardia nova",1
10737,,"DSM 43256",0,"Nocardia nova",1
10738,2-40,"DSM 43843, IAM 0501, JCM 3288, KCC A-0288, NRRL B-16175, BCRC 11086, CIP 104825, IAM 501, IFM 0854, IMSNU 21182, KCTC 3489, NBRC 103080, VKM Ac-1079",0,"Nocardia nova",1
10739,S548,"DSM 44559",0,"Nocardia nova",1
10740,S556,"DSM 44560",0,"Nocardia nova",1
10741,S559,"DSM 44561",0,"Nocardia nova",1
10679,,"DSM 43242, ATCC 14629, NCTC 1934, CCUG 10075, JCM 3377, CBS 262.39, CCM 2779, CGMCC 4.1168, CIP 104514, IFM 0239, IFO 14405, IID 5214, IMSNU 21221, JCM 3393, KCTC 9960, NBRC 14405, NCIMB 12084, VKM Ac-869",1,"Nocardia otitidiscaviarum",1
10676,"N65, R 1315, Ts 23115","DSM 43010",0,"Nocardia otitidiscaviarum",1
10677,A0930-H-5187,"DSM 43398, IMRU 1088",0,"Nocardia otitidiscaviarum",1
10678,,"DSM 43400, IMRU 1316",0,"Nocardia otitidiscaviarum",1
10680,S639,"DSM 44565",0,"Nocardia otitidiscaviarum",1
10681,"TSH 1","DSM 45036",0,"Nocardia otitidiscaviarum",1
10682,"Gdf N313","DSM 46009, CIP 751, IMET 7154, IMRU 1259",0,"Nocardia otitidiscaviarum",1
10683,"N206, Schaal 206","DSM 46056, IMET 7457",0,"Nocardia otitidiscaviarum",1
10684,"N 210, N210, Schaal N210","DSM 46057, IMET 7458",0,"Nocardia otitidiscaviarum",1
1878,,"DSM 6882, Alc 37, ATCC 49188, CIP 149-70, CIP 82.115, LMG 3331, JCM 21032, CCUG 24695, CIP 149.70, IAM 14119, IFO 15819, NBRC 15819, NCTC 12168",1,"Brucella anthropi",1
1876,787,"DSM 2577",0,"Brucella anthropi",1
1877,568,"DSM 6753",0,"Brucella anthropi",1
1879,(S)1a,"DSM 14396",0,"Brucella anthropi",1
1880,,"DSM 20150, ATCC 11425, JCM 20703, IAM 12637, NBRC 103056",0,"Brucella anthropi",1
131032,"Vitek 109243","DSM 22795, ATCC BAA 749",0,"Brucella anthropi",1
2666,211,"DSM 2141, ATCC 9714, NCIB 10717, CCUG 9284, LMG 15708, CIP 103658, BCRC 10649, JCM 3814, NCIMB 10717",1,"Paeniclostridium sordellii",1
130928,MJJO609-3-1,"DSM 29974",0,"Paeniclostridium sordellii",1
2556,,"DSM 630",0,"Paraclostridium bifermentans",1
2557,"701, Beerens","DSM 631",0,"Paraclostridium bifermentans",1
2558,TYR6,"DSM 13560",0,"Paraclostridium bifermentans",1
130915,G7K1R3-PYG-90,"DSM 29423",0,"Paraclostridium bifermentans",1
132447,F1,"DSM 103419, CN 4781, WDCM 00079, NCTC 506",0,"Paraclostridium bifermentans",1
2559,76,"DSM 14991, ATCC 638, JCM 1386, CCUG 36626, NCIMB 10716, Hall 76, BCRC 14542, CIP 104309, NCTC 13019, PAGU 2008",1,"Paraclostridium bifermentans subsp. bifermentans",1
18066,3024A,"DSM 20468, ATCC 33270, CCUG 46357, CIP 105294, JCM 12970, NCTC 11808, VPI 5464, GIFU 7824",1,"Parvimonas micra",1
169910,,"ATCC 23195",0,"Parvimonas micra",1
11782,,"DSM 20475, ATCC 27731, VPI 7953, JCM 6506, CCM 6019, CIP 105947, NCTC 11805",1,"Peptococcus niger",1
11843,4372,"DSM 2949, ATCC 27337, BCRC 10722, CCUG 7835, CIP 104411, KCTC 5182, KCTC 5973, LMG 15865, NCTC 11460, VTT E-022078, VPI 4330",1,"Peptostreptococcus anaerobius",1
11844,4526,"DSM 20357, JCM 1769",0,"Peptostreptococcus anaerobius",1
1588,"mprl 1840, MPRL 1840/MH4","DSM 9670",0,"Phocaeicola vulgatus",1
5055,M51,"DSM 8224, ATCC 14029, NCIB 9242, RH 798, CCUG 410, NCTC 10360, NCIMB 9242, CDC 3085-55",1,"Plesiomonas shigelloides",1
12505,B440,"CCUG 7834, CCUG 14451, JCM 6326, DSM 20707, ATCC 25260, VPI 4198, BCRC 10618, LMG 13178",1,"Porphyromonas asaccharolytica",1
12506,2561,"DSM 20709, ATCC 33277, CIP 103683, JCM 12257, CCUG 25893, CCUG 25928, NCTC 11834",1,"Porphyromonas gingivalis",1
24337,HG66,"DSM 28984",0,"Porphyromonas gingivalis",1
12508,LEV,"DSM 23370, ATCC 29147, CCUG 34320, JCM 13866, NCTC 11028, ACM 5042, CCUG 21027, HAMBI 467, VPI 10450, VPI 3300",1,"Porphyromonas levii",1
12504,7728-L6C,"DSM 20710, ATCC 33141, CCUG 47703, NCTC 13100, JCM 13914",1,"Porphyromonas macacae",1
12525,653C,"DSM 20514, ATCC 29303, NCTC 11156, CCUG 9557, CIP 105105, JCM 6331, LMG 6452, VPI 6822",1,"Prevotella bivia",1
12526,,"DSM 19025, ATCC 33574, CCUG 15401, CIP 105106, JCM 12245, VPI D3A-6",1,"Prevotella buccae",1
12527,NP333,"DSM 20615, NCDO 2353, CCUG 15559, ATCC 35309",0,"Prevotella buccae",1
12529,1210,"DSM 20614, ATCC 35308, NCDO 2352, CCUG 29542, JCM 13449, CIP 104478, NCTC 13067",1,"Prevotella denticola",1
12552,HEP,"JCM 12247, DSM 23917, ATCC 35895, CCUG 27827, LMG 10142, JCM 16133",1,"Bacteroides heparinolyticus",1
12531,B422,"DSM 20706, ATCC 25611, KCTC 15693, CCUG 24041, JCM 7365, JCM 12248, VPI 4197, JCM 11150, BCRC 14416, CIP 103682, NCTC 13070, CIP 101222, KCTC 3692",1,"Prevotella intermedia",1
12534,B282,"DSM 7089, ATCC 25845, JCM 6325, CCUG 4944 B, VPI 4196, BCRC 10622, CIP 105346, KCTC 3689, NCTC 12963, VPI 15087",1,"Prevotella melaninogenica",1
24340,CD3:34,"DSM 26980, CCUG 60312",0,"Prevotella melaninogenica",1
12532,,"CCUG 15408, JCM 12251, DSM 20702, ATCC 33269, NCTC 11459, VPI D27B-24",1,"Prevotella oralis",1
5058,,"DSM 4479, ATCC 29906, CIP 103181, NCTC 11938, WDCM 00023, CDC PR 14, JCM 1669, CCUG 26767, CECT 4168, KCTC 2566, LMG 3257, NBRC 105697",1,"Proteus mirabilis",1
5057,,"DSM 788, ATCC 14153, IMET 11232, CCUG 32232, PCI 765",0,"Proteus mirabilis",1
5059,"LRA 080173","DSM 6674, ATCC 35659",0,"Proteus mirabilis",1
5060,D1,"DSM 18254, ATCC 12453, CCUG 34293",0,"Proteus mirabilis",1
5061,"D 799","DSM 30115, ATCC 9240",0,"Proteus mirabilis",1
5062,"WS 10039","DSM 30116",0,"Proteus mirabilis",1
5063,"BL 47","DSM 46227, IMET 10762, SG 654",0,"Proteus mirabilis",1
5064,,"DSM 50903, ATCC 15363, ICPB 2575",0,"Proteus mirabilis",1
130994,CD1-T1542,"DSM 28629",0,"Proteus mirabilis",1
131878,PGVI,"DSM 102257",0,"Proteus mirabilis",1
131879,"PG 400","DSM 102258",0,"Proteus mirabilis",1
5074,,"DSM 30120, ATCC 9886, CCUG 6325, NCTC 10286, JCM 1673, BCRC 13995, CGMCC 1.6768, CIP 82.90, NBRC 105687",1,"Providencia alcalifaciens",1
12800,,"DSM 50071, ATCC 10145, ICPB 2523, NCIB 8295, NCTC 10332, NRRL B-771, WDCM 00024, JCM 5962, BCRC 10944, CCEB 481, CCM 1960, CCUG 28447, CCUG 551, CECT 110, CGMCC 1.1785, CIP 100720, IAM 1514, IFO 12689, IFO 3756, KCTC 1750, LMG 1242, NBRC 12689, NBRC 3756, NCDO 1369, NCIMB 8295, NCPPB 1965",1,"Pseudomonas aeruginosa",1
12757,"1536, Sch. 2680","DSM 288",0,"Pseudomonas aeruginosa",1
12758,PRD-10,"DSM 939, ATCC 15442, NCIB 10421, CCUG 2080, IFO 13736, CIP 103467",0,"Pseudomonas aeruginosa",1
12759,"Boston 41501","DSM 1117, ATCC 27853, CCM 3955, CCUG 17619, CECT 108, CIP 76.110, JCM 6119, LMG 6395, NCIMB 12469, WDCM 00025, UCCCB116",0,"Pseudomonas aeruginosa",1
12760,PA7,"DSM 1128, ATCC 9027, CIP 82.118, DSM 1385, WDCM 00026, CCUG 22801, CCM 1961, IAM 10374, IFO 13275, JCM 23217, BUCSAV 278, IAM 13074, JCM 14171, NBRC 13275, NCIMB 8626, NRRL B-800",0,"Pseudomonas aeruginosa",1
12761,,"CCUG 26804, DSM 1253, NCTC 8060",0,"Pseudomonas aeruginosa",1
12762,,"DSM 1299, ATCC 23389, NCTC 10701",0,"Pseudomonas aeruginosa",1
12763,PAO,"DSM 1707",0,"Pseudomonas aeruginosa",1
12764,,"DSM 3227, ATCC 19429, IFO 3755, NBRC 3755, NCIB 6750, NCTC 6750",0,"Pseudomonas aeruginosa",1
12765,"PU21, R91","DSM 4698, NCTC 50015",0,"Pseudomonas aeruginosa",1
12766,"PAO11, pMO821","DSM 5168",0,"Pseudomonas aeruginosa",1
12767,"PU21, R2","DSM 5218, NCTC 50004, CCUG 21649",0,"Pseudomonas aeruginosa",1
12768,"E 8/2","DSM 6195",0,"Pseudomonas aeruginosa",1
12769,2BBZ-A,"DSM 6279",0,"Pseudomonas aeruginosa",1
12770,,"DSM 7232, ATCC 19712",0,"Pseudomonas aeruginosa",1
12771,RW41,"DSM 8924",0,"Pseudomonas aeruginosa",1
12772,"PAO 1670, pMO21","DSM 9631",0,"Pseudomonas aeruginosa",1
12773,,"DSM 9633",0,"Pseudomonas aeruginosa",1
12774,,"DSM 9634",0,"Pseudomonas aeruginosa",1
12775,,"DSM 9635",0,"Pseudomonas aeruginosa",1
12776,,"DSM 9636",0,"Pseudomonas aeruginosa",1
12777,,"DSM 9637",0,"Pseudomonas aeruginosa",1
12778,,"DSM 9638",0,"Pseudomonas aeruginosa",1
12779,,"DSM 9639",0,"Pseudomonas aeruginosa",1
12780,,"DSM 9640",0,"Pseudomonas aeruginosa",1
12781,,"DSM 9641",0,"Pseudomonas aeruginosa",1
12782,,"DSM 9642",0,"Pseudomonas aeruginosa",1
12783,,"DSM 9643",0,"Pseudomonas aeruginosa",1
12784,R68.45,"DSM 9644",0,"Pseudomonas aeruginosa",1
12785,,"DSM 9645",0,"Pseudomonas aeruginosa",1
12786,,"DSM 9646",0,"Pseudomonas aeruginosa",1
12787,,"DSM 9647",0,"Pseudomonas aeruginosa",1
12788,,"DSM 9648",0,"Pseudomonas aeruginosa",1
12789,,"DSM 9649",0,"Pseudomonas aeruginosa",1
12790,,"DSM 9650",0,"Pseudomonas aeruginosa",1
12791,,"DSM 11148, ATCC 14885, NRRL B-2264",0,"Pseudomonas aeruginosa",1
12792,,"DSM 13626, IMI 358539",0,"Pseudomonas aeruginosa",1
12793,,"DSM 15980, IMI 358539R",0,"Pseudomonas aeruginosa",1
12794,PA7,"DSM 24068",0,"Pseudomonas aeruginosa",1
12795,PAO1,"DSM 19880",0,"Pseudomonas aeruginosa",1
12796,PA14,"DSM 19882",0,"Pseudomonas aeruginosa",1
12797,PMG19,"DSM 46317, IMET 11036",0,"Pseudomonas aeruginosa",1
12798,9,"DSM 46349, IMET 11393",0,"Pseudomonas aeruginosa",1
12799,,"DSM 46358, IMET 11431",0,"Pseudomonas aeruginosa",1
12801,PAO1,"DSM 22644, ATCC 15692, CIP 104116, JCM 14847, LMG 12228, CCUG 56489, KCTC 1637, ATCC 17503, ATCC 25247, ATCC 25375, BCRC 13078, CECT 4122, LMG 27638, NCCB 4163, NCIMB 10545, NCIMB 10548, VTT E-082794, VTT E-84219",0,"Pseudomonas aeruginosa",1
12802,PA399,"DSM 24599",0,"Pseudomonas aeruginosa",1
12803,PA500,"DSM 24600",0,"Pseudomonas aeruginosa",1
12804,,"DSM 25123, CECT 4080, CIP A22, LMG 10639, NCIMB 13056, WDCM 00027",0,"Pseudomonas aeruginosa",1
12805,,"DSM 25716, NCCP 12290",0,"Pseudomonas aeruginosa",1
24353,"8909 N","DSM 11634",0,"Pseudomonas aeruginosa",1
24354,Walter,"DSM 12055, ICB 7030",0,"Pseudomonas aeruginosa",1
24355,JR14,"DSM 12736",0,"Pseudomonas aeruginosa",1
24356,9664,"DSM 46316, IMET 11035",0,"Pseudomonas aeruginosa",1
24357,,"DSM 50063, ICPB 2495",0,"Pseudomonas aeruginosa",1
24358,,"DSM 50065, ICPB 2495-1 leu",0,"Pseudomonas aeruginosa",1
24359,,"DSM 50069, ATCC 14216, ICPB 2521, JCM 14185, BCRC 15813, CECT 109, NCIMB 9685",0,"Pseudomonas aeruginosa",1
24360,"1435, C10","DSM 50073, ATCC 12055, ICPB 2603, JCM 14176, BCRC 16043, CIP 104467",0,"Pseudomonas aeruginosa",1
24361,,"DSM 50078, ATCC 17423, ICPB 2655-45",0,"Pseudomonas aeruginosa",1
24864,,"DSM 21382, HER 1001",0,"Pseudomonas aeruginosa",1
24865,,"DSM 21383, HER 1011",0,"Pseudomonas aeruginosa",1
24866,,"DSM 21384, HER 1018",0,"Pseudomonas aeruginosa",1
24867,,"DSM 21385, HER 1146",0,"Pseudomonas aeruginosa",1
24868,,"DSM 21386, HER 1153",0,"Pseudomonas aeruginosa",1
130547,PA32,"DSM 25641",0,"Pseudomonas aeruginosa",1
130548,PA25,"DSM 25642",0,"Pseudomonas aeruginosa",1
130550,"RN3, clone D421","DSM 29239",0,"Pseudomonas aeruginosa",1
130551,"60P57PA, clone F469","DSM 29240",0,"Pseudomonas aeruginosa",1
130552,"15108/-1, clone E429","DSM 29272",0,"Pseudomonas aeruginosa",1
130553,"13121/-1, clone 239A","DSM 29273",0,"Pseudomonas aeruginosa",1
130554,"57P31PA, clone 2C22","DSM 29274",0,"Pseudomonas aeruginosa",1
130555,"A5803, clone F429","DSM 29275",0,"Pseudomonas aeruginosa",1
130556,"120SD3, clone B420","DSM 29278",0,"Pseudomonas aeruginosa",1
130557,"39177, clone EA0A","DSM 29279",0,"Pseudomonas aeruginosa",1
130558,"27103, clone 0812","DSM 29280",0,"Pseudomonas aeruginosa",1
130559,"18P17PA, clone 2C1A","DSM 29281",0,"Pseudomonas aeruginosa",1
130560,"KK1, clone 1BAE","DSM 29304",0,"Pseudomonas aeruginosa",1
130561,"TR1 clone 3C2A, TR1, clone 3C2A","DSM 29305",0,"Pseudomonas aeruginosa",1
130562,"PT 22, clone EC2A","DSM 29306",0,"Pseudomonas aeruginosa",1
130563,"100, clone EC21","DSM 29307",0,"Pseudomonas aeruginosa",1
130564,"BP35, clone 843A","DSM 29308",0,"Pseudomonas aeruginosa",1
130565,"E501, clone 0822","DSM 29309",0,"Pseudomonas aeruginosa",1
130566,"120S32 clone 149A, 120SB2, clone 149A","DSM 29310",0,"Pseudomonas aeruginosa",1
130995,IBRG14,"DSM 16074",0,"Pseudomonas aeruginosa",1
130996,Z5,"DSM 16528",0,"Pseudomonas aeruginosa",1
130997,JP-11,"DSM 29569",0,"Pseudomonas aeruginosa",1
130998,W,"DSM 101013, NCTC 12951, WDCM 00207, CCUG 67716, CECT 8735",0,"Pseudomonas aeruginosa",1
131881,MW3a,"DSM 100465",0,"Pseudomonas aeruginosa",1
131882,EGYII,"DSM 101801",0,"Pseudomonas aeruginosa",1
131883,,"DSM 102273, NCCP 12293",0,"Pseudomonas aeruginosa",1
131884,,"DSM 102274, NCCP 14571",0,"Pseudomonas aeruginosa",1
131885,,"DSM 102275, NCCP 14572",0,"Pseudomonas aeruginosa",1
131886,H1l,"DSM 103301",0,"Pseudomonas aeruginosa",1
132782,"RP1, clone OC2E","DSM 29241",0,"Pseudomonas aeruginosa",1
132783,"M41A.1 clone 478A, M41A.1, clone 478A","DSM 29311",0,"Pseudomonas aeruginosa",1
139768,"NN2, clone C40A","DSM 29238",0,"Pseudomonas aeruginosa",1
157797,"MH 29","DSM 22043",0,"Pseudomonas aeruginosa",1
157798,NRZ35032,"DSM 106612",0,"Pseudomonas aeruginosa",1
157799,NRZ35033,"DSM 106613",0,"Pseudomonas aeruginosa",1
157800,M144,"DSM 107754",0,"Pseudomonas aeruginosa",1
159016,OK1,"DSM 110864",0,"Pseudomonas aeruginosa",1
159017,"BWKH 14","DSM 110891",0,"Pseudomonas aeruginosa",1
159018,"BWKH 15","DSM 110892",0,"Pseudomonas aeruginosa",1
159019,"BWKH 36","DSM 110894",0,"Pseudomonas aeruginosa",1
159020,"BWKH 42","DSM 110895",0,"Pseudomonas aeruginosa",1
159021,"BWKH 3","DSM 111023",0,"Pseudomonas aeruginosa",1
159022,"BWKH 8","DSM 111024",0,"Pseudomonas aeruginosa",1
159023,"BWKH 9","DSM 111025",0,"Pseudomonas aeruginosa",1
159024,"BWKH 18","DSM 111026",0,"Pseudomonas aeruginosa",1
159025,"BWKH 28","DSM 111027",0,"Pseudomonas aeruginosa",1
159026,"BWKH51, BWKH 51","DSM 111029",0,"Pseudomonas aeruginosa",1
160131,,"DSM 109925, NCCP 12296",0,"Pseudomonas aeruginosa",1
160132,,"DSM 109926, NCCP 12297",0,"Pseudomonas aeruginosa",1
160133,,"DSM 109927, NCCP 16076",0,"Pseudomonas aeruginosa",1
160134,,"DSM 109928, NCCP 16079",0,"Pseudomonas aeruginosa",1
160135,,"DSM 109929, NCCP 16081",0,"Pseudomonas aeruginosa",1
160136,,"DSM 109930, NCCP 16084",0,"Pseudomonas aeruginosa",1
160137,,"DSM 109931, NCCP 16086",0,"Pseudomonas aeruginosa",1
160138,,"DSM 109982, NCCP 16087",0,"Pseudomonas aeruginosa",1
160139,,"DSM 109983, NCCP 16090",0,"Pseudomonas aeruginosa",1
160140,,"DSM 109984, NCCP 16096",0,"Pseudomonas aeruginosa",1
160141,,"DSM 109985, NCCP 16105",0,"Pseudomonas aeruginosa",1
160142,,"DSM 110028, NCCP 16331",0,"Pseudomonas aeruginosa",1
160143,,"DSM 110029, NCCP 16333",0,"Pseudomonas aeruginosa",1
160144,"10683669 (BWKH 10)","DSM 110889",0,"Pseudomonas aeruginosa",1
160145,"10683563 (Isolat 2) (BWKH 12)","DSM 110890",0,"Pseudomonas aeruginosa",1
160146,"10563135 (BWKH 29)","DSM 110893",0,"Pseudomonas aeruginosa",1
160147,"10647155 (BWKH 55)","DSM 110896",0,"Pseudomonas aeruginosa",1
160148,"10711982 (BWKH 34)","DSM 111028",0,"Pseudomonas aeruginosa",1
160149,"19000599 (BWKH 57)","DSM 111030",0,"Pseudomonas aeruginosa",1
160150,"10659725 BWKH 1","DSM 112473",0,"Pseudomonas aeruginosa",1
160151,"10671174 BWKH 4","DSM 112475",0,"Pseudomonas aeruginosa",1
160152,"10676066 BWKH 6","DSM 112476",0,"Pseudomonas aeruginosa",1
160153,"Q1278 BWKH 7","DSM 112480",0,"Pseudomonas aeruginosa",1
169273,"PAO1 algC","DSM 19881",0,"Pseudomonas aeruginosa",1
169274,"10660478 BWKH 2","DSM 112474",0,"Pseudomonas aeruginosa",1
169275,113322,"DSM 113322",0,"Pseudomonas aeruginosa",1
169276,,"DSM 113937, BR 257",0,"Pseudomonas aeruginosa",1
169277,US449,"DSM 113938",0,"Pseudomonas aeruginosa",1
12836,"pUTK21, 5RL","DSM 6699",0,"Pseudomonas fluorescens",1
12837,"pUTK21, HK44","DSM 6700",0,"Pseudomonas fluorescens",1
12871,90,"DSM 291, ATCC 12633, DSM 50202, ICPB 2963, NCTC 10936, WDCM 00117, JCM 13063, ATCC 23467, BCRC 10459, CCM 7156, CCUG 12690, CCUG 2091, CECT 324, CFBP 2066, CIP 52.191, DSM 50906, HAMBI 7, HUT 8100, IAM 1236, ICMP 2758, IFO 14164, JCM 3697, KCTC 1644, KCTC 1751, LMG 2257, NBRC 14164, NCCB 68020, NCCB 72006, NCIMB 13936, NCIMB 9494, NCIMB 9528, VKM B-1301, VKM B-2187, VTT E-92005",1,"Pseudomonas putida",1
12872,1593,"DSM 295",0,"Pseudomonas putida",1
12873,C-1,"DSM 437, ATCC 23974, DSM 50253",0,"Pseudomonas putida",1
12874,77,"DSM 1693, ATCC 8209, CCM 380, IFO 3738, NBRC 3738, NCIB 8296, CCUG 555, JCM 20511, BUCSAV 290, CCEB 380, CCM 1977, CIP 59.17, IAM 12355, LMG 2232, NCIMB 8296, NRRL B-1595",0,"Pseudomonas putida",1
12875,12/5,"DSM 1868",0,"Pseudomonas putida",1
12876,"PaW 340","DSM 2112",0,"Pseudomonas putida",1
12877,,"DSM 3226",0,"Pseudomonas putida",1
12892,"PaW 130","DSM 5169",0,"Pseudomonas putida",1
12893,"PaW 95","DSM 5170",0,"Pseudomonas putida",1
12894,CLB250,"DSM 5232",0,"Pseudomonas putida",1
12895,,"DSM 84, IMG 1513",0,"Pseudomonas putida",1
12898,S-832,"DSM 6883",0,"Pseudomonas putida",1
12899,S-313,"DSM 6884",0,"Pseudomonas putida",1
12900,BG1,"DSM 6413",0,"Pseudomonas putida",1
12901,,"DSM 6521, ATCC 11172, NCIB 8251, JCM 13061, BCRC 14349, NCAIM B.01522, NCCB 92006, NCIMB 8251",0,"Pseudomonas putida",1
12903,US2,"DSM 6755",0,"Pseudomonas putida",1
12904,"F1, PpF1","DSM 6899, ATCC 700007, JCM 31910, BCRC 17059, LMG 24140, VTT E-022152",0,"Pseudomonas putida",1
12906,PS,"DSM 7189",0,"Pseudomonas putida",1
12907,"Strain G","DSM 7286, BKM BN-1123, NCIMB 11287, VKM BN-1123",0,"Pseudomonas putida",1
12908,"Strain A","DSM 7314, NCIMB 11286, VKM B-1122, JCM 21368, CIP 107361, IAM 14870, IMET 11317, KCTC 9839, LMG 16206",0,"Pseudomonas putida",1
12909,MM1,"DSM 9278",0,"Pseudomonas putida",1
12910,RW20-3b,"DSM 11738",0,"Pseudomonas putida",1
12911,GS1,"DSM 12264",0,"Pseudomonas putida",1
12912,2-2L,"DSM 12585",0,"Pseudomonas putida",1
12913,PNP1,"DSM 12448",0,"Pseudomonas putida",1
12914,U,"DSM 12735, ATCC 17514, NCIMB 10015, CCUG 2869, DSM 548",0,"Pseudomonas putida",1
12915,,"DSM 13624, IMI 358533",0,"Pseudomonas putida",1
12918,TM1,"DSM 16845",0,"Pseudomonas putida",1
12919,"50-3-3, IBPM B-20","DSM 46608, CCEB 520, CIP 63.23, IMET 10411, NCIB 9887, NRRL B-208, VKM 901, CCUG 554 B, LMG 2259",0,"Pseudomonas putida",1
12920,"Berlin 33/2","DSM 50026",0,"Pseudomonas putida",1
12921,cl-B,"DSM 50198, ATCC 17453, ICPB 2563-77, JCM 6157, KCTC 1646",0,"Pseudomonas putida",1
12922,53-2,"DSM 50208, ATCC 17485, ICPB 2789-111, JCM 18452, BCRC 10461, JCM 6158, KCTC 1642, NCIMB 12092",0,"Pseudomonas putida",1
12924,,"DSM 50257, ATCC 6876, DSM 60118, NCPPB 244, NCTC 393, PDDCC 3880",0,"Pseudomonas putida",1
