"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Cell shape"
134271,"DS-45T, DS-45","KCTC 12876, JCM 14594",1,"Pedobacter terricola",coccus-shaped
,,,,,rod-shaped
133249,XNV015,"KCTC 42866, CCTCC AB 2015319",1,"Pedobacter vanadiisoli",rod-shaped
14108,WB3.3-22,"DSM 19036",1,"Pedobacter westerhofensis",rod-shaped
159787,YL28-9,"CGMCC 1.16050, KCTC 62104",1,"Pedobacter yulinensis",rod-shaped
140255,22,"DSM 100774, CGMCC 1.15287",1,"Pedobacter zeae",rod-shaped
6303,5516T-20,"DSM 18548, KACC 20658, JCM 16378, NBRC 106307",1,"Pedococcus aerophilus",rod-shaped
23071,Sco-B23,"DSM 23987, KACC 15111, KCTC 19807, NBRC 107918",1,"Pedococcus badiiscoriae",coccus-shaped
6306,MSL-03,"DSM 19264, KCTC 19266, JCM 16023, MSL 03",1,"Pedococcus bigeumensis",coccus-shaped
24114,V2M2,"DSM 28108, CGMCC 1.6963, JCM 17739, NBRC 104261",1,"Pedococcus cremeus",rod-shaped
6305,DS-8,"DSM 22329, CCUG 54521, KCTC 19248, JCM 19120",1,"Pedococcus dokdonensis",coccus-shaped
6304,BXN5-13,"DSM 21006, KCTC 19419, LMG 24462, JCM 18961",1,"Pedococcus ginsenosidimutans",coccus-shaped
166513,XYN52,"KCTC 62845, MCCC 1H00348",1,"Pelagibacterium lacus",rod-shaped
140722,B2,"MCCC 1K03218, CGMCC 1.15896, KCTC 52551",1,"Pelagibacterium lentulum",rod-shaped
159779,CCL18,"CGMCC 1.16231, KCTC 62030",1,"Pelagibacterium montanilacus",rod-shaped
166206,,"KACC 19595, NBRC 113420, IMCC 34151",1,"Pelagibacterium sediminicola",rod-shaped
158129,Hp12,"DSM 104963, CECT 9367",1,"Pelagibaculum spongiae",rod-shaped
133435,CL-UU02,"KCCM 42323, JCM 15426, DSM 21314",1,"Pelagibius litoralis",rod-shaped
134247,YM14-201,"MBIC 08272, IAM 15421, KCTC 13124, JCM 23202, NBRC 104203",1,"Pelagicoccus albus",coccus-shaped
134295,N5FB36-5,"MBIC 08283, KCTC 12903, MBIC 08282",1,"Pelagicoccus croceus",coccus-shaped
,,,,,sphere-shaped
134248,"H-MN57T, H-MN57","MBIC 08273, IAM 15423, KCTC 13125, JCM 23204, NBRC 103622",1,"Pelagicoccus litoralis",coccus-shaped
134246,"02PA-Ca-133, O2PA-Ca-133","MBIC 08004, IAM 15422, KCTC 13126, JCM 23203",1,"Pelagicoccus mobilis",coccus-shaped
13847,CL-ES2,"DSM 18290, KCCM 42274",1,"Pelagicola litoralis",coccus-shaped
164616,DSW4-44,"JCM 33637, KCCM 43261, KCTC 62762",1,"Zongyanglinia marina",rod-shaped
23243,"SH4-1, SH4_1","DSM 23678, CIP 110297, LMG 26343",1,"Pelagimonas varians",rod-shaped
158524,S5,"KCTC 33632, CGMCC 1.15177",1,"Pelagirhabdus alkalitolerans",rod-shaped
1404,Z-7984,"DSM 13869, UNIQEM 216",1,"Pelagirhabdus fermentum",rod-shaped
166109,YLY04,"MCCC 1H00334, KCTC 62452",1,"Pelagivirga dicentrarchi",rod-shaped
159840,BH-SD19,"CCTCC AB 2017074, KCTC 62202",1,"Pelagivirga sediminicola",rod-shaped
4225,KM,"DSM 18267, ATCC BAA 1388, CIP 109818",1,"Pelobacter seleniigenes",rod-shaped
133247,YS-25,"KCTC 52203, CCTCC AB 2016051",1,"Pelobium manganitolerans",rod-shaped
24802,"MO-CFX1, MO-CFXI","DSM 23923, JCM 17238, KCTC 5975",1,"Pelolinea submarina",filament-shaped
166113,SM250,"KCTC 62861, VKM B-3274",1,"Pelomicrobium methylotrophicum",rod-shaped
134273,,"CCUG 52575, KCTC 42961, CECT 7233",1,"Pelomonas aquatica",rod-shaped
134272,,"CECT 7234, CCUG 52769",1,"Pelomonas puraquae",rod-shaped
133737,SHI-1,"NRRL Y-59407, LMG 25549",1,"Pelosinus defluvii",rod-shaped
11836,MGP,"DSM 15578, JCM 11929",1,"Pelotomaculum propionicicum",rod-shaped
11835,HH,"DSM 15200, ATCC BAA 615",1,"Pelotomaculum schinkii",rod-shaped
5415,al-2,"DSM 3953, ATCC 49065",1,"Peptoclostridium acidaminophilum",curved-shaped
2741,W6,"DSM 5388, ATCC 49638",1,"Peptoclostridium litorale",curved-shaped
133028,M108,"DSM 100347, VKM B-2932",1,"Peptococcus simiae",coccus-shaped
132525,M6.X2D,"DSM 29874, CCUG 66798",1,"Peptoniphilus catoniae",coccus-shaped
155008,,"CCUG 56065, ATCC BAA 1640, KCTC 15408, WAL 18896",1,"Peptoniphilus duerdenii",coccus-shaped
18004,,"JCM 15634, KCTC 5947, DSM 21461, ATCC BAA 1383, CCUG 53341, WAL 10418",1,"Peptoniphilus gorbachii",coccus-shaped
18001,"SBH 093","DSM 10022, ATCC BAA 602, CIP 105325, CCUG 38492, NCTC 13078, KCTC 15407",1,"Peptoniphilus ivorii",coccus-shaped
18006,"(WAL 2037I","DSM 22616, ATCC BAA 1638, CCUG 56067, WAL 18898",1,"Peptoniphilus koenoeneniae",coccus-shaped
18005,,"DSM 22461, KCTC 15197, NRRL B-23883",1,"Peptoniphilus methioninivorax",coccus-shaped
18003,,"DSM 21460, ATCC BAA 1384, CCUG 53342, WAL 12922, JCM 15635, KCTC 5948",1,"Peptoniphilus olsenii",coccus-shaped
23453,JC140,"DSM 25694, CSUR P154, KCTC 15414",1,"Peptoniphilus tyrrelliae",coccus-shaped
130836,SF-S1,"DSM 27563, KCTC 15513, NBRC 109839, CCUG 64570",1,"Peptoniphilus stercorisuis",coccus-shaped
24765,JC401,"DSM 25367, CSUR P165, KCTC 15412",1,"Peptoniphilus timonensis",coccus-shaped
23187,"Theo 5","DSM 27025, CCUG 57081, JCM 19103, KCTC 15366",1,"Peptostreptococcus canis",ovoid-shaped
11847,W2278,"DSM 17678, CCUG 51858, JCM 15636",1,"Peptostreptococcus stomatis",coccus-shaped
134235,Shu-F-UV2-2,"MBIC 06993, IAM 15413, KCTC 12867, JCM 23194, NBRC 104244",1,"Perexilibacter aurantiacus",rod-shaped
158416,L28,"DSM 104296, MCCC 1K03287",1,"Peribacillus acanthi",rod-shaped
158068,T3-209,"DSM 29135, KCTC 33631, MCCC 1K00503",1,"Peribacillus alkalitolerans",rod-shaped
1271,K9,"DSM 18926, LMG 23974",1,"Peribacillus butanolivorans",rod-shaped
140140,L5,"DSM 105484, CCTCC AB 2015055, KCTC 33637",1,"Peribacillus cavernae",rod-shaped
140045,ZLD-8,"DSM 105482, CCTCC AB 207173, KCTC 13246",1,"Peribacillus deserti",rod-shaped
1279,BT080,"DSM 17871, KCTC 13934, BCRC 80031",1,"Peribacillus kribbensis",rod-shaped
132573,FJAT-27997,"DSM 101776, CCTCC AB 2015285",1,"Peribacillus loiseleuriae",rod-shaped
6860,2L24P13,"DSM 22752, JCM 18047, LMG 25373",1,"Periweissella beninensis",ovoid-shaped
24150,M75,"DSM 28407, CCUG 61472, LMG 26217",1,"Periweissella fabalis",ovoid-shaped
6859,"257, KDB-2008","DSM 21416, LMG 24289",1,"Periweissella fabaria",coccus-shaped
6858,215,"DSM 19935, LMG 24286",1,"Periweissella ghanensis",rod-shaped
140543,BK296,"KCTC 52162, JCM 31377",1,"Perlucidibaca aquatica",rod-shaped
8209,,"DSM 21586, KCCM 42363, NBRC 102354, IMCC 1704",1,"Perlucidibaca piscinae",rod-shaped
515,Ex-H1T,"DSM 14350, OCM 794",1,"Persephonella marina",rod-shaped
17212,YM20-087,"DSM 22463, KCTC 22039, MBIC 08313",1,"Persicirhabdus sediminis",rod-shaped
134231,Shu-9-SY12-35C,"MBIC 07417, IAM 15412, KCTC 12866, JCM 23195, CIP 109672, NBRC 103568",1,"Persicitalea jodogahamensis",rod-shaped
133569,Asr22-19,"NBRC 101262, CIP 109100",1,"Persicobacter psychrovividus",rod-shaped
132467,ING2-E5A,"DSM 28695, CECT 8611",1,"Petrimonas mucosa",rod-shaped
12503,BN3,"DSM 16547, JCM 12565, CIP 108780",1,"Petrimonas sulfuriphila",rod-shaped
158360,SK-Y3,"DSM 103557, ACCC 19952",1,"Petroclostridium xylanilyticum",rod-shaped
141042,ANA,"NBRC 112621, DSM 105015",1,"Petrothermobacter organivorans",rod-shaped
17051,MET-B,"DSM 16923, CCUG 50214",1,"Petrotoga halophila",rod-shaped
17048,,"DSM 14811, CIP 107371, MET met12, MET 12",1,"Petrotoga mexicana",rod-shaped
13731,T5,"DSM 16374, CIP 109289, LMG 22475",1,"Phaeobacter inhibens",ovoid-shaped
13848,,"DSM 26436, CCUG 55857, LMG 24365",1,"Phaeobacter italicus",rod-shaped
158275,27-4,"DSM 103509, LMG 29708",1,"Phaeobacter piscinae",rod-shaped
133546,JA418,"KCTC 5717, NBRC 105221",1,"Phaeochromatium fluminis",rod-shaped
133692,PG2S01,"CCTCC AB 209288, LMG 25704, MCCC 1F01079, JCM 33360",1,"Phaeocystidibacter luteus",rod-shaped
133507,JA145,"JCM 14933, KCTC 5703, NBRC 104961, KCTC 15629",1,"Phaeospirillum chandramohanii",spiral-shaped
133722,JA492,"NBRC 107650, KCTC 15012, KCTC 15648",1,"Phaeospirillum tilakii",spiral-shaped
14026,JA480,"DSM 23193, KCTC 5825, NBRC 106163",1,"Phaeovibrio sulfidiphilus",rod-shaped
158510,MB11,"DSM 107697, JCM 32899",1,"Phascolarctobacterium wakonense",pleomorphic-shaped
17791,"SBKo 001","DSM 21295, NCCB 100230",1,"Phaselicystis flava",rod-shaped
23016,,"DSM 27043, ATCC 12775, CFBP 3281, ICMP 745, LMG 2187, NCPPB 539, CCUG 32859",1,"Phaseolibacter flectens",rod-shaped
140629,W2-3-4,"LMG 28593, KACC 18306",1,"Phenylobacterium aquaticum",rod-shaped
2348,4T-6,"DSM 19425, KACC 12597",1,"Phenylobacterium composti",rod-shaped
158279,,"DSM 103871, CCTCC AB 2016297, YIM 73061, NCCP 697",1,"Phenylobacterium deserti",rod-shaped
158580,HKS-05,"KACC 18628, LMG 30081",1,"Phenylobacterium hankyongense",rod-shaped
2339,E,"DSM 1986, ATCC 35973, NCIB 12055",1,"Phenylobacterium immobile",coccus-shaped
,,,,,rod-shaped
2343,Slu-01,"DSM 17809, IAM 15119, JCM 21577, KCTC 12206, NBRC 102285",1,"Phenylobacterium koreense",rod-shaped
2342,FaiI3,"DSM 14363, ATCC BAA 294",1,"Phenylobacterium lituiforme",rod-shaped
2349,A8,"DSM 26616, KACC 15042, LMG 25973",1,"Phenylobacterium muchangponense",ovoid-shaped
140825,,"KCTC 42749, JCM 31045, DCY 109",1,"Phenylobacterium panacis",rod-shaped
166483,LX32,"KCTC 62522, CCTCC AB 2018055",1,"Phenylobacterium soli",rod-shaped
18135,7401987,"DSM 21584, CCUG 55929, CSUR P22, JCM 16570",1,"Phocaeicola abscessus",coccus-shaped
1608,M16,"DSM 17136, JCM 12979, CCUG 54635",1,"Phocaeicola coprocola",rod-shaped
1622,,"CCUG 55424, CB 42, DSM 18228, JCM 13818",1,"Phocaeicola coprophilus",rod-shaped
1612,175,"DSM 17855, JCM 13471, CCUG 53892",1,"Phocaeicola dorei",rod-shaped
1611,B84634,"DSM 17679, CCUG 48901, CIP 107942, JCM 13223",1,"Phocaeicola massiliensis",rod-shaped
1625,WK042,"DSM 21004, JCM 15092",1,"Phocaeicola paurosaccharolyticus",rod-shaped
1607,M12,"CCUG 54634, DSM 17135, JCM 12973",1,"Phocaeicola plebeius",rod-shaped
17648,"EPRHB-8, HB-8","DSM 24425, JCM 17384",1,"Phorcysia thermohydrogeniphila",rod-shaped
140486,P03D4,"KCTC 52365, MCCC 1K03200, CGMCC 1.15764, JCM 31445",1,"Photobacterium alginatilyticum",rod-shaped
134148,GMD509,"KCTC 12383, JCM 12948",1,"Photobacterium aplysiae",rod-shaped
17237,LC2-065,"DSM 23343, KCTC 22356, NBRC 104633, JCM 17429, CCTCC AB 2010382, DSM 24197",1,"Photobacterium aquimaris",rod-shaped
164329,,"JCM 32689, KCTC 62619, MCCC 1K03517, BEI 247",1,"Photobacterium chitinilyticum",rod-shaped
17232,SL13,"DSM 21158, JCM 12947, KCTC 12384, CIP 108964",1,"Photobacterium frigidiphilum",rod-shaped
23340,Gung47,"DSM 26887, CCUG 58399, KCTC 22804",1,"Photobacterium gaetbulicola",rod-shaped
17233,FR1311,"DSM 22954, IMSNU 60287, JCM 12487, KCTC 12328, CIP 109254, DSM 22358, NCIMB 14495",1,"Photobacterium ganghwense",ovoid-shaped
17226,"MACL 01","DSM 18316, CECT 5860, LMG 22194",1,"Photobacterium halotolerans",rod-shaped
130749,R-2567,"DSM 100339, CAIM 1817, LMG 25436, UFRJ R-789",1,"Photobacterium jeanii",ovoid-shaped
17234,DF-42,"DSM 21778, JCM 13586, KCTC 12723, CAIM 1851, CECT 7642, CIP 109547, LMG 25278",1,"Photobacterium lutimaris",ovoid-shaped
140479,"43082, 13-12","KCTC 42764, CGMCC 1.14970",1,"Photobacterium proteolyticum",rod-shaped
163887,,"JCM 30852, ACCC 19961, LAM 9072",1,"Photobacterium salinisoli",rod-shaped
17239,Mj283,"DSM 24669, CECT 7576, CAIM 1393",1,"Photobacterium swingsii",ovoid-shaped
5048,3107,"DSM 19724, NCAIM B 02271",1,"Photorhabdus cinerea",rod-shaped
133380,PB45.5,"LMG 29915, CCM 8729, DSM 104082",1,"Photorhabdus namnaonensis",rod-shaped
159733,S-12,"KACC 18497, JCM 31612",1,"Phreatobacter cathodiphilus",rod-shaped
140727,YC6-17,"KCTC 52518, DSM 103734",1,"Phreatobacter stygius",rod-shaped
132430,JP6SC6,"DSM 100020, CGMCC 4.7300, JCM 31784",1,"Phycicoccus endophyticus",rod-shaped
133241,,"DCY 87, KCTC 39635, JCM 31016",1,"Phycicoccus ginsengisoli",rod-shaped
134109,,"CECT 5680, LMG 22520, CSC 19",1,"Phyllobacterium catacumbae",rod-shaped
133801,PEPV15,"LMG 26470, CECT 7949",1,"Phyllobacterium endophyticum",rod-shaped
11874,,"DSM 5892, ATCC 43590, IAM 13584, JCM 20932, LMG 2t2, NCIMB 12127, CCUG 34962, CIP 108241, LMG 2.2, LMG 6738, NBRC 100019",1,"Phyllobacterium myrsinacearum",rod-shaped
158644,LLAN61,"LMG 30173, CECT 9417",1,"Phyllobacterium salinisoli",rod-shaped
158802,Tri-48,"LMG 30371, RCAM 03910",1,"Phyllobacterium zundukense",rod-shaped
132519,,"DSM 101529, CGMCC 4.7225, KCTC 39701, EGI 80629, JCM 32495",1,"Phytoactinopolyspora alkaliphila",rod-shaped
158583,,"CNCTC 5729, ATCC 27989",1,"Phytobacter ursingii",rod-shaped
8050,K07-0523,"DSM 45306, BCC 55028, JCM 31213, NBRC 105367, TBRC 2211",1,"Phytohabitans suffuscus",rod-shaped
166099,R4HLG17,"ACCC 19929, KCTC 52415",1,"Phytohalomonas tamaricis",rod-shaped
141030,SAP-32,"KCTC 52619, DSM 104039",1,"Pigmentiphaga aceris",rod-shaped
360,K110,"DSM 23373, JCM 14330, KCTC 12838, CCUG 56486",1,"Pigmentiphaga daeguensis",rod-shaped
159685,IMT-318,"DSM 107179, CCM 8859, CIP 111626, LMG 30658",1,"Pigmentiphaga humi",rod-shaped
357,K24,"CCUG 47266, CIP 108234, DSM 13608, NCIMB 13708",1,"Pigmentiphaga kullae",rod-shaped
361,,"DSM 19789, CCTCC AA 207034, KCTC 22165, JSM 061001",1,"Pigmentiphaga litoralis",rod-shaped
134135,TI-1,"ATCC BAA 1030, CCUG 49613, CIP 109089",1,"Pilibacter termitis",rod-shaped
158823,E9,"KEMB 9005-534, KACC 19120, NBRC 112686",1,"Pinisolibacter ravus",rod-shaped
160162,Pla175,"DSM 109594, CECT 9871, VKM B-3448",1,"Pirellulimonas nuda",other
1544,RBU1-1,"DSM 21622, JCM 13188, PCU 270, TISTR 1571, CIP 109653",1,"Piscibacillus salipiscarius",rod-shaped
23827,C01,"DSM 27630, KCTC 13150, PCU 316, TISTR 1958",1,"Pisciglobus halotolerans",coccus-shaped
17958,,"DSM 19915, IMCC 1728, KCCM 42364, NBRC 102349",1,"Piscinibacter aquaticus",rod-shaped
159877,MQ-18,"CCTCC AB 2017223, JCM 32138",1,"Piscinibacter caeni",rod-shaped
133221,SH-1,"KACC 18594, JCM 31230",1,"Piscinibacter defluvii",rod-shaped
133289,LYH-15,"BCRC 80969, LMG 29480, KCTC 52168",1,"Piscinibacterium candidicorallinum",rod-shaped
133415,K7,"LMG 28835, KCTC 42657, BCRC 80901",1,"Planctobacterium marinum",rod-shaped
166440,13S1-3,"KCTC 49115, CGMCC 1.16554",1,"Planctomonas deserti",coccus-shaped
,,,,,ovoid-shaped
134050,"P8, IMER 00624","KACC 16581, NBRC 108858, DSM 111729",1,"Planifilum composti",rod-shaped
24527,,"DSM 22400, JCM 18269, RCA 23",1,"Planktomarina temperata",rod-shaped
141082,X14M-14,"CGMCC 1.12924, KCTC 42675",1,"Planktosalinus lacus",rod-shaped
140733,,"KACC 18009, NBRC 110393, IMCC 9565",1,"Planktotalea arctica",rod-shaped
13865,"SH6-1, SH6_1","DSM 23709, LMG 25294",1,"Planktotalea frisia",rod-shaped
158280,,"DSM 104669, JCM 31859, JAM 119",1,"Planktotalea lamellibrachiae",ovoid-shaped
,,,,,rod-shaped
24635,"A-T 4600","DSM 46704, BCC 39469, NBRC 107568",1,"Planobispora siamensis",coccus-shaped
11959,,"DSM 14505, MTCC 3854, CMS 26or",1,"Planococcus antarcticus",coccus-shaped
164371,Y74,"JCM 32826, CICC 24461",0,"Planococcus antioxidans",pleomorphic-shaped
11961,PgEx11,"DSM 17517, MTCC 7251",1,"Planococcus columbae",coccus-shaped
11965,JH1,"DSM 22276, KCTC 13050, LMG 23779",1,"Planococcus donghaensis",coccus-shaped
11974,0423,"DSM 24857, CGMCC 1.6846, JCM 15088",1,"Planococcus glaciei",rod-shaped
11967,Or1,"DSM 24743, JCM 17719",1,"Planococcus halocryophilus",coccus-shaped
159841,,"CGMCC 1.13628, KCTC 43001, SCU 63",1,"Planococcus halotolerans",rod-shaped
11971,JG-07,"DSM 15895, CIP 107134, JCM 10704, KCTC 3684, CGMCC 1.3646",1,"Planococcus koreensis",coccus-shaped
,,,,,rod-shaped
11966,AS/ASP6(II),"DSM 23997, MTCC 8491",1,"Planococcus plakortidis",coccus-shaped
140686,CW1,"CCTCC AB 207187, LMG 24442",1,"Planococcus ruber",coccus-shaped
11960,ISL-16,"DSM 23820, CCUG 57753, KCTC 13584",1,"Planococcus salinarum",coccus-shaped
,,,,,rod-shaped
158688,LCB217,"CGMCC 1.15685, KCTC 33861",1,"Planococcus salinus",coccus-shaped
133091,L10.15,"DSM 101994, KACC 18918",1,"Planococcus versutus",coccus-shaped
166489,MX6,"IBRC M 10928, LMG 28548",1,"Planomicrobium iranicum",coccus-shaped
,,,,,rod-shaped
11972,K22-03,"DSM 16419, JCM 12481, MTCC 6226",1,"Planococcus stackebrandtii",coccus-shaped
24217,HSS8-18,"DSM 46738, BCC 41917, JCM 17129, NBRC 112720",1,"Planosporangium thailandense",ovoid-shaped
16584,"A-T 0875","DSM 45570, BCC 24832, NBRC 104272, JCM 17936",1,"Planotetraspora kaengkrachanensis",ovoid-shaped
16585,"A-T 1383","DSM 45571, BCC 26045, NBRC 104273, JCM 17937",1,"Planotetraspora phitsanulokensis",ovoid-shaped
16583,,"DSM 45400, BCC 21825, NBRC 104271, JCM 16140",1,"Planotetraspora thailandica",rod-shaped
24761,YD,"DSM 25287, NCCB 100398",1,"Plasticicumulans lactativorans",coccus-shaped
24763,,"DSM 25350, CIP 110343, MOLA 115",1,"Pleionea mediterranea",rod-shaped
166263,S1-5-21,"MCCC 1K03814, KCTC 72149",1,"Pleionea sediminis",rod-shaped
133341,KU714929,"DSM 103077, JCM 31475, SEBR 4223",1,"Pleomorphochaeta caudata",pleomorphic-shaped
158357,,"DSM 104684, JCM 31871, SEBR 4209",1,"Pleomorphochaeta naphthae",sphere-shaped
23098,R5-392,"DSM 25022, KACC 16233",1,"Pleomorphomonas diazotrophica",rod-shaped
7227,Y9,"DSM 23070, KCTC 12246, NBRC 100803",1,"Pleomorphomonas koreensis",rod-shaped
7226,F-7,"DSM 16300, IAM 15079, JCM 21540, ATCC BAA 940, NBRC 102288",1,"Pleomorphomonas oryzae",rod-shaped
166285,SW125,"CGMCC 1.16172, DSM 107180, KCTC 62636",1,"Pleomorphovibrio marinus",rod-shaped
166123,ZY113,"KCTC 62374, MCCC 1H00296",1,"Polaribacter aquimarinus",rod-shaped
152919,,"CCUG 48005, KMM 3938, KCTC 12100, KCTC 23228",1,"Polaribacter butkevichii",rod-shaped
5627,DSW-5,"DSM 17204, CIP 109304",1,"Polaribacter dokdonensis",rod-shaped
133261,RA4-7,"KCTC 52418, NBRC 112383",1,"Polaribacter haliotis",coccus-shaped
,,,,,ovoid-shaped
,,,,,rod-shaped
141043,OITF-22,"KCTC 52658, NBRC 112706",1,"Polaribacter insulae",ovoid-shaped
,,,,,rod-shaped
133370,HMF2268,"KCTC 42191, CECT 8862",1,"Polaribacter lacunae",rod-shaped
140599,OITF-11,"KCTC 52500, NBRC 112457",1,"Polaribacter litorisediminis",ovoid-shaped
,,,,,rod-shaped
133198,RZW3-2,"JCM 30825, KCTC 42664, MCCC 1K00696",1,"Polaribacter marinaquae",rod-shaped
133846,LNM-20,"LMG 26671, NBRC 108759",1,"Polaribacter porphyrae",rod-shaped
133931,,"KCTC 23670, JCM 18092, KOPRI 21160",1,"Polaribacter sejongensis",rod-shaped
158689,"10Alg 139","KCTC 52773, KMM 6729",1,"Polaribacter staleyi",rod-shaped
158681,WS2-14,"KCTC 52275, MCCC 1H00163",1,"Polaribacter tangerinus",coccus-shaped
,,,,,ovoid-shaped
,,,,,rod-shaped
134167,,"CIP 108776, CCUG 39402",1,"Polaromonas aquatica",rod-shaped
2985,Cr4-35,"DSM 24278, KACC 15090, LMG 26050",1,"Polaromonas cryoconiti",rod-shaped
140826,B717-2,"CGMCC 1.15322, JCM 31171",1,"Polaromonas eurypsychrophila",rod-shaped
158788,,"LMG 23393, KCTC 12577, Gsoil 115, CCUG 52466",1,"Polaromonas ginsengisoli",rod-shaped
2986,Cr4-12,"DSM 24062, KACC 15089, LMG 26049",1,"Polaromonas glacialis",coccus-shaped
2983,,"DSM 17735, CIP 109586, NRRL B-41369",1,"Polaromonas hydrogenivorans",coccus-shaped
2984,JS12-13,"DSM 19351, KACC 12508",1,"Polaromonas jejuensis",rod-shaped
2982,CJ2,"DSM 15660, ATCC BAA 779, CCUG 51246",1,"Polaromonas naphthalenivorans",coccus-shaped
133209,In2-9,"JCM 30831, NCIMB 14982",1,"Polygonibacillus indicireducens",rod-shaped
133374,B555-2,"CGMCC 1.15519, KCTC 52396",1,"Polymorphobacter glacialis",rod-shaped
8025,TT97-42,"DSM 44947, NBRC 101157, JCM 14904, CGMCC 4.5572",1,"Polymorphospora rubra",rod-shaped
2079,MWH-PoolGreenA3,"DSM 21994, CIP 110079",1,"Polynucleobacter acidiphobus",rod-shaped
158281,MWH-K35W1,"DSM 24006, LMG 29706",1,"Polynucleobacter aenigmaticus",rod-shaped
2068,QLW-P1DMWA-1,"DSM 18221, CIP 109841",1,"Polynucleobacter asymbioticus",rod-shaped
158405,MWH-Feld-100,"DSM 24007, LMG 29705",1,"Polynucleobacter campilacus",rod-shaped
2076,MWH-MoIso2,"DSM 21490, CIP 109840, LMG 25212",1,"Polynucleobacter cosmopolitanus",rod-shaped
2081,AM-8B5,"DSM 22349, CIP 110078",1,"Polynucleobacter difficilis",rod-shaped
2071,MWH-MoK4,"DSM 21495, CIP 110977",1,"Polynucleobacter duraquae",rod-shaped
158406,MWH-EgelM1-30-B4,"DSM 23911, LMG 30144",1,"Polynucleobacter hirudinilacicola",rod-shaped
158668,AP-Melu-1000-B4,"DSM 103591, CIP 111329",1,"Polynucleobacter meluiroseus",rod-shaped
158449,MG-25-Pas1-D2,"DSM 103454, CIP 111323",1,"Polynucleobacter paneuropaeus",rod-shaped
2080,MT-CBb6A5,"DSM 21648, CIP 109928",1,"Polynucleobacter rarus",rod-shaped
2069,MWH-HuW1,"DSM 21492, CIP 110978",1,"Polynucleobacter sinensis",rod-shaped
140723,MWH-Weng1-1,"CIP 111099, DSM 24018",1,"Polynucleobacter sphagniphilus",rod-shaped
2072,MWH-VicM1,"DSM 21486, JCM 32005",1,"Polynucleobacter victoriensis",rod-shaped
133074,QLW-P1FAT50C-4,"DSM 24008, CIP 111100",1,"Polynucleobacter wuianus",rod-shaped
2070,MWH-JaK3,"DSM 21493, CIP 110976",1,"Polynucleobacter yangtzensis",rod-shaped
166385,Pla110,"DSM 103387, LMG 29693",1,"Polystyrenella longa",other
13856,GRP21,"DSM 21219, KCTC 22497",1,"Pontibaca methylaminivorans",ovoid-shaped
1386,BH030062,"DSM 16287",1,"Pontibacillus chungwhensis",rod-shaped
1388,,"DSM 19796, CCTCC AA 207029, KCTC 13190, JSM 076056, CIP 110065",1,"Pontibacillus halophilus",rod-shaped
1389,,"DSM 21186, KCTC 13237, JSM 072002",1,"Pontibacillus litoralis",rod-shaped
1387,"BH030004, 10.101","DSM 16465, KCTC 3917",1,"Pontibacillus marinus",rod-shaped
133153,9DM,"KCTC 33742, LMG 29102, CGMCC 1.15353",1,"Pontibacillus salipaludis",rod-shaped
23884,"AKesu 4, ASK 1","DSM 18820, CCTCC AB 206086, KCTC 12758, AKS 1",1,"Pontibacter akesuensis",rod-shaped
140146,9-2,"DSM 27987, CGMCC 1.12749, JCM 19653, MCCC 1K00278",1,"Pontibacter amylolyticus",rod-shaped
166253,2b14,"KCTC 62596, MCCC 1H00304",1,"Pontibacter arcticus",rod-shaped
140569,NP1,"MCC 2931, CCM 8697, KCTC 42943",1,"Pontibacter aurantiacus",rod-shaped
133259,XAAS-1,"CCTCC AB 2016134, JCM 31442, DSM 103222",1,"Pontibacter aydingkolensis",oval-shaped
,,,,,rod-shaped
158763,XAAS-2,"CCTCC AB 2016135, JCM 31443",1,"Pontibacter brevis",ovoid-shaped
134343,X14-1,"CCTCC AB 206081, NRRL B-51097",1,"Pontibacter korlensis",rod-shaped
133147,YKTF-7,"KCTC 52252, NBRC 112298",1,"Pontibacter litorisediminis",ovoid-shaped
,,,,,rod-shaped
133827,DM9,"CCM 7955, MTCC 11079",1,"Pontibacter lucknowensis",rod-shaped
132973,PB3,"DSM 100162, KCTC 42942",1,"Pontibacter mucosus",rod-shaped
133609,NII-0905,"NCIM 5339, CCTCC AA 209057",1,"Pontibacter niistensis",rod-shaped
134034,JC130,"KCTC 23982, LMG 26962",1,"Pontibacter odishensis",rod-shaped
133688,HYL7-15,"CCTCC AB 206239, NRRL B-59488",1,"Pontibacter populi",rod-shaped
166346,BT214,"KCTC 72359, NBRC 114377",1,"Pontibacter pudoricolor",rod-shaped
133910,LP43,"CCM 8406, MCC 2019",1,"Pontibacter ramchanderi",rod-shaped
3829,SRC-1,"DSM 17521, CCTCC AB 207222, CIP 109903, MTCC 7260",1,"Pontibacter roseus",rod-shaped
133191,KYW1030,"KACC 18739, JCM 31319",1,"Pontibacter rugosus",rod-shaped
133824,GCM0142,"KACC 16448, JCM 17926",1,"Pontibacter saemangeumensis",rod-shaped
159762,XAAS-R86,"CCTCC AB 2017165, KCTC 62047",1,"Pontibacter silvestris",rod-shaped
159757,17SD1-15,"KCTC 52915, NBRC 113057",1,"Pontibacter terrae",rod-shaped
134049,ZLD-7,"CCTCC AB 208003, KCTC 23984",1,"Pontibacter toksunensis",rod-shaped
