"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Ability of spore formation"
133667,MK-B5,"KCTC 23198, JCM 17073",1,"Salinisphaera orenii",0
8027,,"DSM 44819, ATCC BAA 917, CIP 108942, JCM 13856, CNH 643, BCRC 16821, NBRC 105043",1,"Salinispora arenicola",1
8026,,"DSM 44818, ATCC BAA 916, CIP 108943, JCM 13857, CNB 440, BCRC 16822, NBRC 105044",1,"Salinispora tropica",1
17245,AF-2004,"DSM 19052, CIP 109598",1,"Salinivibrio proteolyticus",0
17246,ND1-1,"DSM 26187, JCM 14472, PCU 301, TISTR 1810",1,"Salinivibrio siamensis",0
140600,YCWB25,"MCCC 1K00272, LMG 25394",1,"Salinovum rubellum",0
1120,"PN 105, AC 13","DSM 8721, ATCC 700163",1,"Salipaludibacillus agaradhaerens",1
140829,S9,"KCTC 33633, LMG 28644",1,"Salipaludibacillus aurantiacus",1
159861,GASy1,"IBRC M 10902, LMG 28385",1,"Salipaludibacillus halalkaliphilus",1
1293,,"DSM 19794, CCTCC AB 207161, KCTC 13187, JSM 071004",1,"Salipaludibacillus neizhouensis",1
23230,,"DSM 26914, JCM 13377, KCTC 12554, HTCC 2601, CIP 109257",1,"Salipiger bermudensis",0
23231,DX5-10,"DSM 26894, CGMCC 1.3455, JCM 12573, CIP 109187, NCIMB 14310",1,"Yangia pacifica",0
1546,,"DSM 19612, CIP 108577, LMG 22839",1,"Salirhabdus euzebyi",1
158295,BH128,"DSM 19924, KACC 18690, NBRC 111874",1,"Salirhabdus salicampi",1
1571,halo-2,"DSM 26530, CGMCC 1.7654, NBRC 104935",1,"Salisediminibacterium halotolerans",0
23765,X4B,"DSM 27696, IBRC-M 10629, KCTC 13827",1,"Saliterribacillus persicus",1
23763,halo-1,"DSM 28389, CGMCC 1.7653, NBRC 104934",1,"Salsuginibacillus halophilus",1
1548,CH9d,"DSM 18087, CCM 7365, CECT 7154, CGMCC 1.6287",1,"Salsuginibacillus kocurii",1
158551,LSN-49,"BCRC 81005, LMG 29726, KCTC 52439",1,"Salsuginimonas clara",0
166298,FSY-15,"BCRC 81011, LMG 29732, KCTC 52445",1,"Sandaracinomonas limnophila",0
17885,NOSO-4,"DSM 53668, NCCB 100362",1,"Sandaracinus amylolyticus",0
,,,,,1
14167,so42,"DSM 17366, CECT 7086",1,"Sandarakinorhabdus limnophila",0
133099,ISLP-3,"DSM 100501, ATCC TSD-17, JCM 30887",1,"Sanguibacter gelidistatuariae",0
140375,,"DSM 29762, CIP 110873, MOLA 117",1,"Saonia flava",0
1765,"C1A-55, C1A_55","DSM 22547, CCUG 58090, KCTC 15141",1,"Scardovia wiggsiae",0
181,"Hudd B9912678","DSM 15537, CCUG 42773, CIP 106713, KCTC 15233",1,"Schaalia funkei",0
162,D145A-07,"DSM 6843, ATCC 49285, CCUG 32935, VPI D145A-07",1,"Schaalia georgiae",0
161,,"CCUG 21024, LMG 16161, DSM 20733, ATCC 35568, CIP 103148, VPI 8617, PIP 2477B",1,"Schaalia meyeri",0
185,,"DSM 15804, CCUG 46091, CIP 107423",1,"Schaalia vaccimaxillae",0
159203,TLL-A1,"DSM 106076, KCTC 15657",1,"Schaedlerella arabinosiphila",1
599,"1, BAI","CCUG 28517, NRRL B-14310, DSM 1046, ATCC 29788, CCM 2849, CIP R925, JCM 12210, BCRC 15923, BCRC 16018, CIP 77.28, HAMBI 1884, IFO 15712, KCTC 3447, LMG 9581, NBRC 15712, NCCB 93150, NCIMB 11859, NRRL B-14522",1,"Schinkia azotoformans",1
24131,LY-73,"DSM 28193, CCTCC M 2011481, KACC 16878",1,"Schleiferilactobacillus shenzhenensis",0
133011,ZQ18-1,"DSM 28236, CICC 10824",1,"Scopulibacillus daqui",1
6697,,"DSM 19909, BCRC 17810, JCM 15043, YIT 11304, LMG 30911",1,"Secundilactobacillus odoratitofui",0
24133,,"DSM 26518, JCM 18671, KCTC 21047, SG 293",1,"Secundilactobacillus oryzae",0
6596,LA2,"DSM 15502, JCM 11969, BCRC 80778, CIP 108394, LMG 22473, VTT E-042481",1,"Secundilactobacillus paracollinoides",0
140410,IWT25,"DSM 102974, JCM 31145, LMG 30918",1,"Secundilactobacillus pentosiphilus",0
24138,IWT126,"DSM 27022, JCM 19001, KCTC 21050",1,"Secundilactobacillus silagei",0
140409,IWT5,"DSM 102973, JCM 31144, LMG 30917",1,"Secundilactobacillus silagincola",0
6694,M36,"DSM 23365, JCM 2765, LMG 23904, BCRC 80777, CIP 110209",1,"Secundilactobacillus similis",0
132448,MO-SEDI,"DSM 24004, JCM 17293",1,"Sedimentibacter acidaminivorans",0
158251,L21-RPul-D3,"DSM 27091, JCM 19196, KCTC 15598",1,"Sedimentisphaera cyanobacteriorum",0
158250,ST-PulAB-D4,"DSM 101733, JCM 31929, KCTC 15597",1,"Sedimentisphaera salicampi",0
1556,NHBX-5,"DSM 19340, CGMCC 1.6502, CIP 110033",1,"Sediminibacillus albus",1
1555,EN8d,"DSM 18088, CCM 7364, CECT 7148, CGMCC 1.6199",1,"Sediminibacillus halophilus",0
,,,,,1
24737,,"DSM 22335, JCM 15794, KCTC 12833, DCY 13, KACC 15019",1,"Sediminibacterium ginsengisoli",0
24736,NJ-44,"DSM 27476, CGMCC 1.6845, NBRC 103935",1,"Sediminibacterium salmoneum",0
134172,,"NBRC 100966, LMG 23246, CNI 3",1,"Sediminicola luteus",0
13849,,"DSM 21189, CCTCC AA 208033, KCTC 22349, YIM B024",1,"Sediminimonas qiaohouensis",0
133588,6424S-61,"KACC 14119, NBRC 106135",1,"Segetibacter aerophilus",0
17760,GS664,"DSM 18137, KCTC 12655, Gsoil 664",1,"Segetibacter koreensis",0
14050,,"DSM 44985, ATCC BAA 972, CDC 1076, CIP 108378, JCM 13578, CCUG 50837",1,"Segniliparus rotundus",0
14052,,"DSM 45345, ATCC BAA 974, CCUG 50838, CDC 945, CIP 108380, JCM 13579",1,"Segniliparus rugosus",0
23885,S4,"DSM 24984, ATCC BAA 2290",1,"Seleniivibrio woodruffii",0
17166,WG,"DSM 23594, CGMCC 1.5073, JCM 15470, KCTC 15154",1,"Selenomonas bovis",0
17156,GA-192,"DSM 2150, ATCC 12561",1,"Selenomonas ruminantium subsp. ruminantium",0
132393,,"DSM 103502, BR 72, KCTC 15479, JCM 30749",1,"Sellimonas intestinalis",0
1681,Kis4-28,"DSM 21801, NBRC 104924",1,"Serinibacter salmoneus",0
6283,JC1078,"DSM 15273, IMSNU 14026, KCTC 9980, CCUG 51944, JCM 13024, CIP 108477",1,"Serinicoccus marinus",0
6284,0714S6-1,"DSM 21363, CGMCC 4.5582, NBRC 110789, MCCC 1A05965, JCM 17740",1,"Serinicoccus profundi",0
164370,GP-T3-3,"JCM 32825, KACC 19850, KCCM 43309, KCTC 49173",1,"Serinicoccus sediminis",0
132680,3b,"DSM 100013, JCM 30645",1,"Serpentinicella alkaliphila",1
132370,2015-2462-01,"DSM 100980, CCM 8626, LMG 29119",1,"Serratia aquatilis",0
5168,DZ0503SBS1,"DSM 21420, CGMCC 1.6853, DSM 22964, KCTC 22130, JCM 14855, LMG 26067, CCM 7985, CIP 111051",1,"Serratia nematodiphila",0
5166,,"DSM 16952, CCUG 50595, LMG 22860, NIVA NiVa51, JCM 13046, BCRC 17594, CCM 7336, CIP 108937, JCM 16474",1,"Serratia ureilytica",0
5376,ST18,"DSM 18934, JCM 14210, KCTC 15217, CCUG 58059",1,"Sharpea azabuensis",0
14076,c941,"DSM 17171, JCM 13041, CIP 109339",1,"Shewanella abyssi",0
134072,,"KACC 16187, JCM 17801, SC 18",1,"Shewanella aestuarii",0
134099,SW-120,"KCCM 41821, JCM 12193, CIP 108633, KCTC 22430",1,"Shewanella aquimarina",0
14081,HAW-EB5,"CIP 109519, DSM 18400, CCUG 54554, NCIMB 14239",1,"Shewanella atlantica",0
134352,J83,"KCTC 22121, JCM 14937",1,"Shewanella basaltis",0
14080,HAW-EB2,"DSM 18399, CCUG 54553, NCIMB 14238, CIP 109520",1,"Shewanella canadensis",0
133524,JC5,"CCUG 57101, NBRC 105217, KCC 22540, KCTC 22540",1,"Shewanella chilikensis",0
14082,,"DSM 16474, ATCC BAA 642, CIP 107703, KMM 3587",0,"Shewanella colwelliana",0
14085,"F5, fav-2-10-05","DSM 21332, CIP 110229, LMG 24563",1,"Shewanella corallii",0
23252,UDC329,"DSM 23626, KCTC 22898, CCUG 58667",0,"Shewanella dokdonensis",0
14073,TF-27,"DSM 16422, JCM 11814, KCCM 41648, KCTC 22431",1,"Shewanella gaetbuli",0
141062,RZB5-4,"JCM 30804, KCTC 42663, MCCC 1K00697",1,"Shewanella gelidii",0
134162,P010,"ATCC BAA 1207, NBRC 100975",1,"Shewanella hafniensis",0
14078,"A22-B3, HAW-EB4","DSM 17350, CIP 109778, NCIMB 14093",1,"Shewanella halifaxensis",0
14075,c931,"DSM 17170, JCM 11836, CIP 109340, KCTC 22439",1,"Shewanella kaireitica",0
14079,PV4,"DSM 17748, ATCC BAA 1088, CIP 109777",1,"Shewanella loihica",0
134098,SW-117,"KCCM 41822, JCM 12192, CIP 108637, KCTC 22432",1,"Shewanella marisflavi",0
134163,U1417,"ATCC BAA 1205, NBRC 100978",1,"Shewanella morhuae",0
14070,"RIOSW1, R10SW1","DSM 15445, DSM 16475, KMM 3597, CIP 107849",1,"Shewanella pacifica",0
14072,LT13a,"DSM 15900, JCM 12080, CIP 108671, KCTC 22433",1,"Shewanella profunda",0
14074,"A010-1, HAW-EB3","DSM 17055, CIP 109531, NCIMB 14036",1,"Shewanella sediminis",0
14077,c959,"DSM 17177, JCM 11835, CIP 109341, CIP 109387, KCTC 22442",1,"Shewanella surugensis",0
133424,M7,"LMG 244245, CECT 7339",1,"Shewanella vesiculosa",0
14084,S4,"DSM 22215, CCTCC M 209017, JCM 16212, KCTC 23986",1,"Shewanella xiamenensis",0
164598,KC615,"JCM 33532, CGMCC 4.7616",1,"Shimazuella alba",1
132403,,"DSM 100673, JCM 30900, JAMH 043",1,"Shimia abyssi",0
134055,CC-AMW-C,"JCM 18818, BCRC 80548",1,"Shimia biformata",0
23232,CL-TA03,"DSM 26895, JCM 13038, KCCM 42117, BCRC 80068, CIP 109331, NCIMB 14294",1,"Shimia marina",0
13902,"Ch06, 55.101","CCUG 56487, DSM 18401, JCM 13254, KCTC 12237",1,"Shinella granuli",0
13904,,"DSM 19334, CCBAU 25048, JCM 14778, LMG 24136, CCUG 56777",1,"Shinella kummerowiae",0
13905,MS-4,"DSM 18801, NBRC 102122",1,"Shinella yambaruensis",0
1305,,"DSM 23008, KCTC 13711, JSM 081003",1,"Shouchella hunanensis",1
1259,,"DSM 18940, CIP 108751, JCM 12663, NCIMB 14023",1,"Shouchella oshimensis",1
1274,P203,"DSM 19153, NCIMB 14288",0,"Shouchella oshimensis",1
23666,HNA-14,"DSM 26902, CICC 10559, KCTC 33145, SCULCB HNA-14",1,"Shouchella shacheensis",1
4378,508/05,"DSM 18397, CCUG 54945, CIP 109627, LMG 23730, JCM 16472",1,"Siccibacter turicensis",0
158554,,"CGMCC 1.15936, KCTC 62088, SYSU D8009",1,"Siccirubricoccus deserti",0
23345,AK13,"DSM 24914, MTCC 11082, JCM 17870",1,"Silanimonas mangrovi",0
133981,SgZ-9,"CCTCC AB 2012109, KACC 16872, DSM 105452",1,"Siminovitchia composti",1
1220,R-6540,"DSM 16013, CIP 108820",1,"Siminovitchia farraginis",1
1221,R-7190,"DSM 16014, CIP 108821",1,"Siminovitchia fordii",1
1219,R-6514,"DSM 16012, CIP 108822",1,"Siminovitchia fortis",1
133982,SgZ-10,"CCTCC AB 2012110, KACC 16873, DSM 105453",1,"Siminovitchia thermophila",1
158734,CA-16,"KEMB 9005-529, KACC 19107, NBRC 112689",1,"Simplicispira soli",0
159830,MCy10636,"DSM 106554, NCCB 100651",1,"Simulacricoccus ruber",1
14409,,"DSM 17008, KCTC 3943, YIM 70212",1,"Sinobaca qinghaiensis",0
24051,,"DSM 25598, CGMCC 1.12145, KCTC 23994, SCSIO 03483",1,"Sinomicrobium oceani",0
134301,LC13,"IAM 15386, CCTCC AB 206018, JCM 30149, DSM 107966, JCM 21830",1,"Sinomonas albida",0
134300,LC10,"IAM 15385, CCTCC AB 206017, JCM 30148, DSM 107965, JCM 21829",1,"Sinomonas echigonensis",0
17889,6014,"DSM 45181, BCC 55026, KCTC 19655, TBRC 2209, JCM 19962, CPCC 201354",1,"Sinosporangium album",1
3067,DZE,"DSM 24851, CCUG 58231, JCM 16059",1,"Slackia equolifaciens",0
3064,S-7,"DSM 15923, ATCC 700122, JCM 11022, KCTC 5966, CCUG 44588, CIP 105133, NCTC 12994",1,"Slackia exigua",0
3065,5WC12,"DSM 17537, CCUG 48399, CIP 108281, JCM 14555",1,"Slackia faecicanis",0
3068,,"DSM 22477, JCM 16070, YIT 12062, KCTC 15189",1,"Slackia piriformis",0
11054,,"DSM 44881, CIP 109538, MBIC 06267, JCM 14666, IFM 10815, NBRC 103563",1,"Smaragdicoccus niigatensis",0
134205,,"CBMAI 737, LMG 23452T",1,"Sneathiella chinensis",0
134304,,"IAM 15419, KCTC 12842, MKT 133, JCM 23214",1,"Sneathiella glossodoripedis",0
1292,B3W22,"DSM 21046, JCM 13838, MTCC 7902",1,"Solibacillus isronensis",1
133088,ISSFR-015,"DSM 101595, NRRL B-65388",1,"Solibacillus kalamii",1
4154,D41,"DSM 17524, ATCC BAA 1241",1,"Solidesulfovibrio carbinoliphilus",0
159715,S20-91,"DSM 104733, LMG 30010",1,"Solimicrobium silvestre",0
18154,"CW-KD 4","DSM 18980, CCTCC AB 206145, KCTC 12881",1,"Solimonas flava",0
18153,MN28,"DSM 15731, LMG 22844, CCUG 60888",1,"Solimonas variicoloris",0
14088,,"DSM 22325, JCM 14923, KCTC 12628, LMG 23485, Gsoil 355",1,"Solirubrobacter soli",0
14140,R2A36-4,"DSM 21342, KACC 12953",1,"Solitalea koreensis",0
158543,I54,"KCTC 52722, JCM 31880",1,"Soonwooa purpurea",0
133315,Bsw-2b,"IBRC-M10915, LMG 28547",1,"Soortia roseihalophila",0
12131,"So ce176","DSM 53252, NCCB 100639, Soce 176",1,"Sorangium ambruticinum",1
159847,,"DSM 105768, NCCB 100643, Soce 1078",1,"Sorangium arenae",1
12217,"So ce321","DSM 53339, NCCB 100640, Soce 321",1,"Sorangium bulgaricum",1
159848,,"DSM 105767, NCCB 100641, Soce 362",1,"Sorangium dawidii",1
159800,ERS2489001,"DSM 105741, NCCB 100642, Soce 375",1,"Sorangium kenyense",1
159801,ERS2501484,"DSM 105742, NCCB 100638, Soce GT47",1,"Sorangium orientale",1
159802,ERS2489003,"DSM 105769, NCCB 100644, Soce 1828",1,"Sorangium reichenbachii",1
158504,C1-50,"DSM 100066, KCTC 39557",1,"Specibacter cremeus",0
23809,D3-40,"DSM 26341, KCTC 29141, JCM 31495",1,"Spelaeicoccus albus",0
140868,N74,"BCC 77604, NBRC 111481, DSM 111736",1,"Sphaerimonospora cavernae",1
16526,,"DSM 43048, ATCC 27303, JCM 3151, KCC A-0151, NBRC 14179, BCRC 12464, CBS 265.72, CIP 105593, HUT 6621, IFM 1287, IFO 14179, IMSNU 22109, KCTC 9241, NCIMB 11544, NRRL B-16986, PCM 2580, VKM Ac-1953, VTT E-89374",1,"Sphaerimonospora mesophila",0
,,,,,1
140880,NN276,"BCC 41490, NBRC 107569, DSM 111644, NRRL B-24806",1,"Sphaerimonospora thailandensis",1
16627,,"DSM 45172, BCC 39202, CCTCC AA 208026, JCM 16907, TBRC 579, YIM 48782",1,"Sphaerisporangium album",1
16626,,"DSM 45170, BCC 39201, JCM 16908, KCTC 19393, TBRC 576, YIM 48771",1,"Sphaerisporangium flaviroseum",1
14090,"S 6022","DSM 20745, ATCC 49802",1,"Sphaerobacter thermophilus",0
,,,,,1
14130,,"DSM 22362, LMG 25273, WCC 4521",1,"Sphingobacterium alimentarium",0
140595,Y3L14,"CGMCC 1.15782, KCTC 52379",1,"Sphingobacterium alkalisoli",0
134376,"CW 186","KCTC 22209, CCTCC AB 207197",1,"Sphingobacterium anhuiense",0
133928,DC-8,"CCTCC AB 2012020, KACC 16850",1,"Sphingobacterium caeni",0
133096,R-53603,"DSM 102028, LMG 28764",1,"Sphingobacterium cellulitidis",0
134056,N7,"CCTCC AB 2012100, KACC 16854",1,"Sphingobacterium changzhouense",0
133248,DH-5,"ACCC 19856, KCTC 42746",1,"Sphingobacterium chuzhouense",0
133808,No.6,"KCTC 22613, JCM 16113",1,"Sphingobacterium cladoniae",0
154125,T5-12,"CCUG 52467, KCTC 12578, LMG 23401",1,"Sphingobacterium composti",0
14128,4M24,"DSM 18850, KACC 11313, JCM 16391, NBRC 106383",1,"Sphingobacterium composti [homonym]",0
137380,TR6-04,"CIP 109390, CCUG 52468, KCTC 12579, LMG 23402",1,"Sphingobacterium daejeonense",0
133774,6.2S,"CECT 7938, LMG 26465",1,"Sphingobacterium detergens",0
166408,NYYP31,"CGMCC 1.16979, NBRC 114258",1,"Sphingobacterium endophyticum",0
133690,XH4,"NRRL B-59204, CCTCC AB 209007",1,"Sphingobacterium hotanense",0
133193,GJ30-7,"KACC 18625, JCM 30948",1,"Sphingobacterium jejuense",0
134364,10C,"JCM 14970, NCIMB 14398",1,"Sphingobacterium kitahiroshimense",0
133641,02/01/02,"KEMC 2241-005, JCM 16704",1,"Sphingobacterium kyonggiense",0
14131,,"DSM 22361, LMG 25272, WCC 4512",1,"Sphingobacterium lactis",0
133590,HS39,"CCTCC AB 209006, NRRL B-59203",1,"Sphingobacterium shayense",0
134347,SY1,"KCTC 22131, CGMCC 1.6855, JCM 14866",1,"Sphingobacterium siyangense",0
140094,,"DSM 101679, CGMCC 1.15966, KCTC 42696, YIM X0211",1,"Sphingobacterium soli",0
158612,Brt-F,"KEMB 9005-691, KACC 19392, JCM 32159",1,"Sphingobacterium terrae",0
133127,CKTN2,"JCM 17858, KCTC 23708",1,"Sphingobacterium thermophilum",0
14129,LQY-18,"DSM 22789, ACCC 05410, CCTCC AB 2010005, KCTC 23009",1,"Sphingobacterium wenxiniae",0
139617,JM-1081,"CIP 110975, LMG 29191, CCM 8652, DSM 101567",1,"Sphingobacterium zeae",0
23273,469,"DSM 25079, LMG 26901",1,"Sphingobium boeckii",0
133465,,"MTCC 8598, CCM 7432, IP 26",1,"Sphingobium indicum",0
23271,LL01,"DSM 25410, CCM 7979",1,"Sphingobium cupriresistens",0
14196,JZ-2,"DSM 21829, CGMCC 1.7749",1,"Sphingobium faniae",0
130671,Chen16-4,"DSM 29348, BCRC 80308, KCTC 23559, LMG 26342",1,"Sphingobium fontiphilum",0
24556,BA-3,"DSM 26189, CCTCC AB 201217, KACC 16433, KCTC 23196",1,"Sphingobium jiangsuense",0
14192,DS20,"DSM 23389, CCM 7540, MTCC 9471",1,"Sphingobium lactosutens",0
23272,301,"DSM 25076, LMG 26659",1,"Sphingobium limneticum",0
133671,F2,"MTCC 9456, CCM 7544",1,"Sphingobium indicum",0
140984,K-3-6,"KEMB 9005-449, KACC 19001, JCM 31713",1,"Sphingobium naphthae",0
14197,X23,"DSM 21541, CCTCC AB 208221",1,"Sphingobium qiguonii",0
14195,P25,"DSM 24952, CCM 7543, MTCC 9472",1,"Sphingobium quisquiliarum",0
14194,WP01,"DSM 19371, ICMP 13533",1,"Sphingobium scionense",0
130672,HL-25,"DSM 29352, BCRC 80413, KCTC 23953",1,"Sphingobium sufflavum",0
14190,RL-3,"DSM 22942, CCM 7431, MTCC 8599",1,"Sphingobium ummariense",0
23270,HU1-GD12,"DSM 27170, KCTC 22289, LMG 24321",1,"Sphingobium vulgare",0
133944,CC-AMO-30B,"JCM 18551, BCRC 80465",1,"Sphingomicrobium astaxanthinifaciens",0
134044,CC-AMZ-30N,"JCM 18555, BCRC 80467",1,"Sphingomicrobium flavum",0
14298,CC-TBT-3,"DSM 24194, CCM 7794",1,"Sphingomicrobium lutaoense",0
134043,CC-AMZ-30M,"JCM 18554, BCRC 80466",1,"Sphingomicrobium marinum",0
14243,C42,"DSM 15867, CIP 109154, LMG 21978",1,"Sphingomonas abaci",0
159734,B093034,"CFCC 13949, LMG 30133",1,"Sphingomonas aeria",0
14251,K4,"DSM 19475, KCTC 22050",1,"Sphingomonas aestuarii",0
140794,200,"CCTCC AB 2016064, KCTC 52488, CCTCC AB 201664",1,"Sphingomonas antarctica",0
133407,W1-2-1,"KACC 18309, LMG 28596",1,"Sphingomonas aquatica",0
14246,Y-39,"DSM 18530, CCTCC AB 205007, IAM 15283, NBRC 15497, JCM 21734, IFO 15497",1,"Sphingomonas azotifigens",0
141164,L9-754,"DSM 27347, KACC 17595",1,"Sphingomonas carotinifaciens",0
141052,PR0302,"KACC 18487, NBRC 111532",1,"Sphingomonas carri",0
166537,CCP-7,"BCRC 81096, LMG 30311, KCTC 62190",1,"Sphingomonas crocodyli",0
23280,"ITEM-13494, SPC-1","DSM 25525, JCM 17498, ITEM 13494",1,"Sphingomonas cynarae",0
141166,1PNM-26,"GDMCC 1.664, KCTC 42758, DSM 27573",1,"Sphingomonas difficilis",0
131250,,"DSM 101535, CCTCC AA 209035, JCM 17394, YIM 65583",1,"Sphingomonas endophytica",0
166214,ZLT-5,"CCTCC AB 2018188, KCTC 62840",1,"Sphingomonas flavalba",0
140795,KER25-10,"KACC 19285, JCM 32053",1,"Sphingomonas frigidaeris",0
166381,"Strain S6-262, S6-262","DSM 27346, KACC 17594",1,"Sphingomonas gellani",0
23277,,"DSM 18094, KCTC 12630, LMG 23739, Gsoil 634",1,"Sphingomonas ginsengisoli",0
14263,C16y,"DSM 22294, CGMCC 1.8957, CIP 11013",1,"Sphingomonas glacialis",0
14262,UM2,"DSM 24951, CCM 7545, MTCC 9473",1,"Rhizorhabdus histidinilytica",0
14271,Dd16,"DSM 25434, CCM 7882, MTCC 10862",1,"Allosphingosinicella indica",0
14252,TDMA-16,"DSM 18422, CCUG 53607, NBRC 102120, CIP 109619",1,"Sphingomonas jaspsi",0
141165,S5-249,"DSM 27345, KACC 17593",1,"Sphingomonas jatrophae",0
141053,G39,"DSM 103790, LMG 29955T, LMG 29955",1,"Sphingomonas jeddahensis",0
14253,PB56,"DSM 16846, CIP 110410, KCTC 12334",1,"Sphingomonas kaistensis",0
134027,THG-B283,"KACC 16224, LMG 26582",1,"Sphingomonas kyungheensis",0
166148,1PNM-20,"GDMCC 1.660, DSM 27572, GIMCC 1.660",1,"Sphingomonas lenta",0
140978,03SUJ6,"KCTC 23331, JCM 17543",1,"Sphingomonas limnosediminicola",0
133300,JS5,"KCTC 23642, JCM 18309, CCTCC AB 2017135",1,"Sphingomonas lutea",0
140852,9O-5,"CGMCC 1.15330, KCTC 42759",1,"Sphingomonas metalli",0
14248,,"DSM 19588, CIP 109223, JCM 14122, KMM 3882, NRIC 0685, CCTCC AB 2016286",1,"Sphingomonas molluscorum",0
133230,DKC-5-1,"KEMB 9005-380, KACC 18716, JCM 31294",1,"Sphingomonas naphthae",0
140698,K-1-16,"KEMB 9005-450, KACC 19002, JCM 31674",1,"Sphingomonas olei",0
159769,FW-11,"LMG 29274, HAMBI 3659",1,"Sphingomonas oleivorans",0
14240,S213,"DSM 17107, CIP 107926, JCM 12082",1,"Sphingomonas oligophenolica",0
166278,YZ-8,"CCTCC AB 2017137, LMG 31027",1,"Sphingomonas paeninsulae",0
166382,JS21-1,"DSM 27348, KACC 17591",1,"Sphingomonas palmae",0
140979,WM95,"KACC 18738, JCM 31399",1,"Sphingomonas palustris",0
14242,C52,"DSM 15761, CIP 109155, LMG 21979",1,"Sphingomonas panni",0
14241,FA2,"DSM 17258, CECT 5832, LMG 21958",1,"Sphingomonas phyllosphaerae",0
133291,LYH-20,"BCRC 80911, LMG 29002, KCTC 42741",1,"Sphingomonas piscinae",0
14256,NX02,"DSM 19645, CGMCC 1.6417, CIP 110406",1,"Sphingomonas sanxanigenens",0
23278,,"DSM 18106, KCTC 12629, LMG 23592, Dae 20",1,"Sphingomonas sediminicola",0
14245,"T5-04, T5-04,52.101","DSM 18313, IAM 15213, KCTC 12210, NBRC 10081, JCM 21668, NBRC 100801",1,"Sphingomonas soli",0
140320,9NM-10,"DSM 27571, GDMCC 1.657",1,"Sphingomonas spermidinifaciens",0
14244,,"DSM 17000, CCTCC AB 204064, KCTC 12346, YIM 003",1,"Sphingomonas yunnanensis",0
24564,,"DSM 22237, KCTC 12582, LMG 23390, Gsoil 250",1,"Sphingopyxis ginsengisoli",0
24566,DS15,"DSM 27519, CCM 7542, MCC 2023, MTCC 9455",1,"Sphingopyxis indica",0
23284,SC13E-971,"DSM 25229, CECT 8016",1,"Sphingopyxis italica",0
14285,BL03,"DSM 25337, JCM 15910, KCTC 22405",1,"Sphingopyxis soli",0
140477,R366,"KEMB 9005-451, KACC 19003, JCM 31675",1,"Sphingopyxis solisilvae",0
14282,FR1093,"DSM 22379, IMSNU 14133, JCM 14162, KCTC 12764",1,"Parasphingorhabdus litoris",0
14283,FR1087,"DSM 22363, IMSNU 14132, JCM 14161, KCTC 12763",1,"Parasphingorhabdus marina",0
23286,"585, G1A, G1A_585","DSM 25081, LMG 26646",1,"Sphingorhabdus planktonica",0
14293,Y2,"DSM 19791, JCM 13185, KCTC 12019, CIP 109169, NCIMB 14270",1,"Sphingosinicella microcystinivorans",0
14295,KSL-125,"DSM 17328, KCTC 12482",1,"Sphingosinicella soli",0
11265,"CXB 654","DSM 45414, LMG 25485, JCM 16559",1,"Spinactinospora alkalitolerans",1
133180,,"SSL 50, CECT 9117, IBRC-M 11076",1,"Spiribacter roseus",0
16916,"UNCC 1030","DSM 43034, ATCC 15331, CBS 291.64, IFO 12248, KCC A-0041, NBRC 12248, JCM 3041, BCRC 13427, IFM 1140, IMET 9031, IMSNU 20128, KACC 20036, KCTC 9179, KCTC 9488, NCIMB 13270, NRRL B-3350, VKM Ac-670, VKM Ac-926",1,"Spirillospora albida",1
14337,,"DSM 17781, ATCC BAA 1285, SIP 1",1,"Spirochaeta cellobiosiphila",0
132974,5516J-17,"DSM 28388, JCM 19950, KACC 17323",1,"Spirosoma aerophilum",0
23883,,"DSM 26130, LMG 27272, EX 36",1,"Spirosoma endophyticum",0
140567,15J8-12,"JCM 31407, KCTC 52510",1,"Spirosoma knui",0
141167,15J16-2T3A,"KCTC 52029, JCM 31999",1,"Spirosoma litoris",0
3822,,"DSM 21099, KCTC 22263, Gsoil 1519",1,"Spirosoma panaciterrae",0
158419,HA7,"DSM 105799, LMG 30282",1,"Spirosoma pollinicola",0
134302,WPCB118,"KCTC 12531, NBRC 101117",1,"Spirosoma rigui",0
133260,MIMBbqt12,"MCCC 1K01308, KCTC 42805",1,"Spirosoma soli",0
17904,"5IX/A0/131, 5IX/A01/131","DSM 19753, CIP 109757, MOLA 225",0,"Spongiibacter marinus",0
17909,"GP-MBA-4/7.1., Gp_4_7.1","DSM 17749, NCIMB 14401",1,"Spongiispira norvegica",0
11849,"ZLJ 115","DSM 16796, AS 1.5019",1,"Sporacetigenium mesophilum",1
133204,GD201205,"CICC 23867, KCTC 15488",1,"Sporolactobacillus pectinivorans",1
14405,QC81-06,"DSM 21265, JCM 15325",1,"Sporolactobacillus putidus",1
140530,MK21-7,"NBRC 111517, LMG 29111, TISTR 2466",1,"Sporolactobacillus shoreicorticis",1
14404,SL153,"DSM 21990, JCM 14637, KCTC 5376",1,"Sporolactobacillus vineae",1
17205,AeG,"DSM 23256, JCM 15556, KCTC 5668",1,"Sporolituus thermophilus",1
2873,SOL3f37,"DSM 21485, JCM 15487, KCTC 15135",1,"Sporosalibacterium faouarense",1
