"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Cell width"
158791,MM-14,"KACC 19434, KCTC 62139, NBRC 113019",1,"Pseudobizionia ponticola",0.2-0.6
160128,"Malle 64, Mal64","DSM 100832, LMG 29020",1,"Pseudobythopirellula maris",0.5-0.7
7481,"MJ28, H17-1","DSM 26484, JCM 16921, KCTC 19773",1,"Pseudoclavibacter caeni",0.2-0.3
7480,,"DSM 23821, CCUG 58142, KCTC 22691, CAU 59",1,"Pseudoclavibacter chungangensis",0.1-0.2
132433,,"DSM 29943, CGMCC 1.15081, KCTC 39112, EGI 60007, JCM 30633",1,"Pseudoclavibacter endophyticus",0.4-0.6
7475,,"DSM 20419, ATCC 13715, CIP 108565, JCM 9491, CCUG 43303, IFO 15775, TISTR 1509, IAM 14726, LMG 21450, NBRC 15775",1,"Pseudoclavibacter helvolus",0.45
7479,KP02,"DSM 23366, JCM 15058, KCTC 19255",1,"Pseudoclavibacter soli",0.25
7476,,"DSM 17446, IAM 15030, JCM 12866, NBRC 15706, TISTR 1514, ATCC 13722, CCUG 37873, CCUG 38434, CIP 108568, IFO 15706, NCTC 11398",0,"Pseudoclavibacter sp.",0.35
7477,A59836,"DSM 17449, IAM 14724, NBRC 15616, TISTR 1510, CCUG 50212, IFO 15616, JCM 12865, CIP 108566",0,"Pseudoclavibacter sp.",0.35
158356,BerOC1,"DSM 103834, JCM 31820",1,"Pseudodesulfovibrio hydrargyri",0.5
132642,J2,"DSM 101483, MCCC 1A01867",1,"Pseudodesulfovibrio indicus",0.5
140414,BLaC1,"DSM 101509, JCM 31063",1,"Pseudodesulfovibrio senegalensis",0.5
4164,,"DSM 19275, JCM 15076, NCIMB 14400, CCUG 55298, RB 22",1,"Pseudodesulfovibrio tunisiensis",0.5
13832,Y-2,"DSM 18339, CGMCC 1.7081, LMG 24574, MCCC 1A00107",1,"Pseudodonghicola xiamenensis",0.85
133214,E3/2,"LMG 29678, CCM 8698, DSM 103461",1,"Pseudoduganella danionis",0.9-1.1
141160,10R5-21,"KEMB 563-061, JCM 31587",1,"Massilia eburnea",0.4-0.5
132597,"GS 221","DSM 18116, KACC 14278, Gsoil 221",1,"Pseudobacter ginsenosidimutans",0.3-0.7
133145,T16R-265,"KACC 18655, NBRC 111880",1,"Pseudoflavitalea rhizosphaerae",0.3-0.5
,,,,,0.5-0.6
,,,,,0.5-0.7
141090,,"KCCM 43046, JCM 30369, MEBiC 08749",1,"Pseudofulvibacter gastropodicola",0.4-0.6
133876,YCS-9,"KCTC 23884, CCUG 62114",1,"Pseudofulvibacter geojedonensis",0.45
140903,RZW2-1,"JCM 30826, MCCC 1K00695",1,"Pseudofulvibacter marinus",0.3
159090,"cd10, Cd-10","DSM 103618, NCCB 100645",1,"Pseudogemmobacter bohemicus",0.8
158768,DT7-02,"KCTC 33854, JCM 31192",1,"Pseudogracilibacillus endophyticus",0.7
140619,NIOT.bflm.S4,"TBRC 5831, MTCC 12376, KACC 18456, JCM 31390",1,"Pseudogracilibacillus marinus",0.4-0.5
133838,yH16,"KCCM 90100, JCM 17850",1,"Pseudogulbenkiania gefcensis",0.4
10526,BP-5,"DSM 22618, BCRC 17727, LMG 24211",1,"Pseudogulbenkiania subflava",0.2-0.5
496,CM41-15a,"DSM 19751, CIP 109758, MOLA 104",1,"Pseudohaliea rubra",0.5
24311,YC6898,"DSM 23348, KACC 14911, NBRC 107700",1,"Pseudohoeflea suaedae",0.4
133284,SCS-49,"CGMCC 1.15425, KCTC 52155, MCCC 1K03186",1,"Pseudohongiella nitratireducens",0.5-0.7
141047,SKC1-2,"DSM 103726, KCCM 43221",1,"Pseudokineococcus basanitobsidens",1.3-1.5
17864,"LB 57","DSM 19756, CCUG 32286, CIP 107915, JCM 16774",1,"Pseudoleptotrichia goodfellowii",0.45
7345,MSL-13,"DSM 19272, JCM 16015, KACC 21108, KCTC 19267, NBRC 108894, MSL 13",1,"Pseudolysinimonas kribbensis",0.95
158715,DBTF-15,"KACC 19431, NBRC 113039",1,"Pseudomaribius aestuariivivens",0.5-1.0
166264,H-5,"BCRC 81154, KCTC 62865",1,"Pseudomethylobacillus aquaticus",0.6-0.7
159712,MT5,"KCTC 62295, MCCC 1K03351",1,"Pseudomonas abyssi",0.4-0.6
164624,PS24,"JCM 33654, CECT 9941, LMG 31497",1,"Pseudomonas akapageensis",0.5-0.7
13115,CH01,"DSM 17259, CECT 7010, LMG 22563, CCUG 50743",1,"Pseudomonas argentinensis",0.6
157812,"RYU-5, RYU5","DSM 107182, JCM 32716",1,"Pseudomonas asiatica",0.5-1
166373,M7D1,"CCUG 73898, LMG 31516",1,"Pseudomonas atacamensis",0.9-1.2
164623,PS14,"JCM 33653, CECT 9940, LMG 31496",1,"Pseudomonas atagonensis",0.4-0.6
13124,6H33b,"DSM 17556, ATCC BAA 1049, JCM 12708, CCUG 53885, CIP 108866, TBRC 7232",1,"Pseudomonas azotifigens",0.5
13131,R-20821,"CCUG 53773, DSM 17834, LMG 23199",1,"Pseudomonas borbori",1
13175,HY-14,"DSM 24390, CCTCC AB 208156, KCTC 22292",1,"Denitrificimonas caeni",0.55
133410,2-92,"LMG 28499, DOAB 798",1,"Pseudomonas canadensis",0.5
13172,1N,"DSM 23418, CIP 109853, LMG 24676",1,"Pseudomonas cuatrocienegasensis",0.53
13153,RLD-1,"DSM 18900, CCUG 55753, CCM 7361, MTCC 7601, CIP 109527",1,"Pseudomonas delhiensis",0.5
13163,HR2,"DSM 21419, CGMCC 1.6858, KCTC 22129",1,"Chryseomonas duriflava",0.7
166232,RD25,"LMG 30152, CECT 9373",1,"Pseudomonas edaphica",0.8-1.0
158761,GEV388,"LMG 30013, ATCC TSD-90",1,"Pseudomonas floridensis",0.75
12851,,"DSM 50090, ATCC 13525, ICPB 3200, NCIB 9046, NCTC 10038, WDCM 00115, JCM 5963, BCRC 11028, CCEB 488, CCM 2115, CCUG 1253, CECT 378, CGMCC 1.1802, CIP 69.13, IAM 12022, IFO 14160, LMG 1794, NBRC 14160, NCDO 1524, NCIMB 9046, NCPPB 1964, NRRL B-14678, VKM B-894",1,"Pseudomonas fluorescens",0.3-0.6
158598,ASS-1,"KCTC 52437, CCM 8778",1,"Pseudomonas fluvialis",0.1-0.2
133985,CC-CY503,"BCRC 80437, JCM 18415",1,"Halopseudomonas formosensis",0.8
12966,KF707,"DSM 10086, NBRC 110670",1,"Pseudomonas furukawaii",0.7-0.9
166380,MS586,"NRRL B-65441, LMG 30275",1,"Pseudomonas glycinae",0.6-0.8
130575,SgZ-6,"DSM 100318, CCTCC AB 2012022, KACC 16606",1,"Pseudomonas guangdongensis",0.45
24440,PCAVU11,"DSM 28410, CECT 8262, LMG 27394",1,"Pseudomonas guariconensis",0.85
133945,CC-G9A,"BCRC 80438, JCM 18416",1,"Pseudomonas guguanensis",0.8
13161,M8,"DSM 21282, CECT 7231, LMG 24016",1,"Pseudomonas guineae",0.45
132436,"WS 4917","DSM 29165, LMG 28433",1,"Pseudomonas helleri",0.75
164413,WCHPs060044,"JCM 32907, CCTCC AB 2018120, CNCTC 7663, GDMCC 1.1396",1,"Pseudomonas huaxiensis",0.5-1.0
166137,JS15-10A1,"CGMCC 1.16072, LMG 30036",1,"Pseudomonas jilinensis",0.5-0.7
164545,BML3,"JCM 33395, DMS 109244, DSM 109244",1,"Pseudomonas juntendi",0.5-0.8
166132,TBZ2,"LMG 29674, KCTC 52410",1,"Pseudomonas khazarica",0.5-0.6
140299,"WS 4992","DSM 29167, LMG 28435",1,"Pseudomonas lactis",0.75
13186,2SM5,"DSM 26168, CECT 7670, KCTC 23093",1,"Halopseudomonas litoralis",0.5-0.9
13114,OK2,"DSM 17257, CECT 5822, LMG 21974, CCM 8844",1,"Pseudomonas lutea",0.75
164180,,"JCM 32061, TBRC 7080, DMKU BBB3-04",1,"Pseudomonas mangiferae",0.3
13162,,"DSM 23972, JCM 14761, NRIC 0729, CCUG 59022, KMM 3042",1,"Pseudomonas marincola",0.5
166168,GL14,"CGMCC 1.13874, NBRC 113853",1,"Pseudomonas nitrititolerans",0.7-1.1
166254,A31/70,"CECT 9981, CCUG 73638",1,"Pseudomonas nosocomialis",0.7-0.8
132649,"KX 20","DSM 100277, CGMCC 1.15195",1,"Halopseudomonas oceani",0.4-0.6
13125,,"KMM 330, CIP 108699, DSM 17577, CCUG 46540, JCM 12285, NRIC 0583, CGMCC 1.7687",1,"Halopseudomonas pachastrellae",0.45
13164,Esp-1,"DSM 21819, CCM 7469, MTCC 8990",1,"Pseudomonas panipatensis",1.1
140300,"WS 4672","DSM 29164, LMG 28439",1,"Pseudomonas paralactis",0.75
13176,CL-AP6,"DSM 25163, JCM 15562, KCCM 90073",1,"Halopseudomonas pelagia",0.45
13130,R-20805,"DSM 17833, CCM 7693, LMG 23201, CCUG 53775",1,"Pseudomonas peli",1
140904,KBL-4-9,"JCM 19138, CCTCC AB 2013069, NRRL B-59988",1,"Pseudomonas populi",0.5-0.6
158812,M5,"CCTCC AB 2017186, KCTC 62119, CICC 24308",1,"Pseudomonas profundi",0.6-0.7
13105,C36,"DSM 15758, LMG 21977, CCUG 51516",1,"Pseudomonas oryzihabitans",0.5-0.7
24438,LMT03,"DSM 27507, CECT 8089, LMG 26839",1,"Pseudomonas punonensis",0.45
140983,,"LMG 29328, CCOS 865",1,"Pseudomonas reidholzensis",0.5-0.9
13169,J64,"DSM 23971, JCM 14963, KCTC 22137",1,"Halopseudomonas sabulinigri",0.85
24439,CC-OPY-1,"DSM 27945, BCRC 80399, JCM 18195",1,"Pseudomonas sagittaria",0.6
166315,16W4-4-3,"CGMCC 1.13350, KCTC 72619",1,"Pseudomonas saliphila",0.5-0.8
24433,MS-3,"DSM 25633, JCM 16046, KACC 14032, KCTC 22612, NBRL 105641, CCUG 69583",1,"Pseudomonas taeanensis",0.8-1
13180,CMS,"DSM 21245, BCRC 17751",1,"Pseudomonas taiwanensis",0.7-1
158577,MA-69,"CCTCC AB 2013065, KCTC 42447, JCM 19137",1,"Pseudomonas tarimensis",0.5-0.7
159884,68,"CICC 24204, KCTC 52977",1,"Pseudomonas tianjinensis",0.3-0.4
164374,T3,"JCM 32830, ACCC 60124",1,"Pseudomonas urumqiensis",0.8-1.2
140982,,"LMG 29327, CCOS 864",1,"Pseudomonas wadenswilerensis",0.5-0.9
132438,"WS 4993","DSM 29166, LMG 28437",1,"Pseudomonas weihenstephanensis",0.75
13166,C10-2,"DSM 22326, CGMCC 1.6446, JCM 13530, MCCC 1A00089",1,"Halopseudomonas xiamenensis",0.6-0.8
13173,S3-3,"DSM 23391, CCTCC AB 207151, NRRL B-51270",1,"Halopseudomonas xinjiangensis",0.65
24437,BY-1,"DSM 27927, ACCC 05688, KACC 15471",1,"Chryseomonas luteola",0.7
13405,,"DSM 45352, ACM 5286, JCM 18302, EUM 221, EUM 211 (erroneously)",1,"Pseudonocardia adelaidensis",0.5
13382,,"DSM 45322, CCTCC M2011255, SCSIO 01299",1,"Pseudonocardia antitumoralis",0.45
13403,VN05A0561,"DSM 45574, CIP 110219, NBRC 105793, VTCC A-1757",1,"Pseudonocardia babensis",0.3-0.5
13395,K1,"DSM 44239, CIP 109050, CCUG 52126, JCM 14745",1,"Pseudonocardia tetrahydrofuranoxydans",1.3
13687,,"DSM 15984, ATCC BAA 863, KCTC 12145, HTCC 2597",1,"Pseudooceanicola batsensis",0.6
158599,157,"KCTC 52654, MCCC 1K03317",1,"Pseudooceanicola lipolyticus",0.6-1
130612,AZO-C,"DSM 29588, BCRC 17591, KCTC 22753, LMG 23705",1,"Pseudooceanicola marinus",0.5
13688,SS011B1-20,"DSM 18065, CGMCC 1.6293, LMG 23508",1,"Pseudooceanicola nanhaiensis",0.5
130613,,"DSM 29619, CGMCC 1.7292, LMG 24663, JLT 1210",1,"Pseudooceanicola nitratireducens",0.4-1.1
13733,20188,"DSM 23566, CGMCC 1.6500, JCM 14644",1,"Pseudophaeobacter arcticus",0.4
24494,306,"DSM 25627, CIP 110369, UBOCC 3187",1,"Pseudophaeobacter leonis",0.7
166178,,"CCTCC AB 2017195, KCTC 62198, CY 03",1,"Pseudopuniceibacterium sediminis",0.8-1.3
133859,ZS3-33,"CGMCC 1.10836, KCTC 23700",1,"Pseudorhodobacter antarcticus",0.65
141058,DC2N1-10,"CGMCC 1.14433, KCTC 52040",1,"Cypionkella aquatica",0.6-0.8
133680,HDW-19,"KCTC 23043, CCUG 58879",1,"Pseudorhodobacter aquimaris",0.5-1.0
158526,4-T-34,"CCTCC AB 2014005, LMG 28256",1,"Cypionkella collinsensis",0.5-1.0
140481,HWR-46,"NBRC 112426, KCTC 52470",1,"Pseudorhodobacter ponti",0.6-1.0
141126,,"PAMC 27389, JCM 30764, KCTC 42640",1,"Cypionkella psychrotolerans",0.5-1.0
141057,Y1R2-4,"CGMCC 1.14435, KCTC 52039",1,"Cypionkella sinensis",0.6-0.8
133867,WT-MW11,"KCTC 23672, CCUG 61506",1,"Pseudorhodobacter wandonensis",0.55
133823,NAFc-7,"BCRC 80210, LMG 26333, KCTC 23314",1,"Pseudorhodoferax aquiterrae",0.75
3029,SB1,"DSM 21598, LMG 24543",1,"Pseudorhodoferax caeni",0.95
3030,TBEA3,"DSM 21634, LMG 24555",1,"Pseudorhodoferax soli",0.85
141080,DB-4,"KCTC 52038, CECT 9025",1,"Pseudoroseicyclus aestuarii",0.2-0.5
140810,MME-001,"KCCM 43133, JCM 30751",1,"Pseudoruegeria aestuarii",0.5-0.6
134212,SW-255,"KCTC 12737, JCM 13603, DSM 110540, CECT 7680, CGMCC 1.7689, CIP 109548",1,"Pseudoruegeria aquimaris",0.55
130631,WM67,"DSM 29328, JCM 18872, KACC 17214",1,"Pseudoruegeria haliotis",0.65
159803,BPTF-M20,"KACC 19614, KCTC 62422, NBRC 113188",1,"Pseudoruegeria insulae",0.4-0.8
13833,HD-43,"DSM 25294, CCUG 57754, KCTC 22690",1,"Pseudoruegeria lutimaris",0.5
140617,FDZSB0410,"KCTC 52127, MCCC 1A01897",1,"Pseudotenacibaculum haliotis",0.5
140607,,"KCTC 52190, NBRC 111989, DSM 108277, CAU 1312",1,"Pseudothioclava arenosa",0.1-0.4
13736,F423,"DSM 16392, IAM 15084, KCTC 12308, NBRC 100514, JCM 21545",1,"Pseudovibrio ascidiaceicola",0.8-1.3
23228,Ad2,"DSM 24994, NCIMB 14761",1,"Pseudovibrio axinellae",0.85
13737,DN34,"DSM 17465, BCRC 17323, JCM 12308, CIP 108640, IAM 15184, NBRC 100825",1,"Pseudovibrio denitrificans",0.7
134242,,"IAM 15442, NCIMB 14279, KCTC 12861, WSF 2, JCM 23208",1,"Pseudovibrio japonicus",0.9
141084,UST20140214-052,"KCTC 42384, MCCC 1K00452",1,"Pseudovibrio stylochi",0.5-0.8
17442,CC-CC4,"DSM 19599, CIP 109513, CCUG 54547, CC 4",1,"Pseudoxanthobacter soli",0.2
17511,DS-16,"DSM 21858, CIP 108839, KCTC 12543, CCUG 53910",1,"Pseudoxanthomonas dokdonensis",0.2-0.4
133278,roo10,"BCC 70700, NBRC 110414",1,"Pseudoxanthomonas helianthi",0.4-0.5
17505,12-3,"DSM 17109, CCUG 48231, CIP 107388, JCM 11525, AJ 13070",1,"Pseudoxanthomonas japonensis",0.6
17509,JA40,"DSM 18571, ATCC BAA 1031, CIP 108476, CCUG 55486",1,"Pseudoxanthomonas kalamensis",0.5
17504,AMX26B,"DSM 17121, CCUG 49454, CIP 106674, JCM 11524, ATCC 700993",1,"Pseudoxanthomonas mexicana",0.6
140611,WD12,"KACC 15045, LMG 25968",1,"Pseudoxanthomonas putridarboris",0.4-0.7
17514,BD-c54,"DSM 19373, KCTC 22080",1,"Pseudoxanthomonas sacheonensis",0.3-0.5
17506,4M1,"DSM 17175, CIP 109444, KACC 11320",1,"Pseudoxanthomonas suwonensis",0.3-0.5
17513,GR12-1,"DSM 18204, CIP 109605, KACC 11580",1,"Pseudoxanthomonas yeongjuensis",0.75
23028,,"DSM 19858, JCM 11733, KCTC 22016, KMM 3531, CECT 7618",1,"Pseudozobellia thermophila",0.3
5784,HAW-EB21,"DSM 19335, JCM 14977",1,"Psychrilyobacter atlanticus",0.5
158270,NEAU-3TGS17,"DSM 100484, CGMCC 1.15308",1,"Psychrobacillus lasiicapitis",0.6-0.7
133574,,"KCTC 22503, JCM 16343, SC 35, CIP 110994",1,"Psychrobacter aestuarii",0.65
8189,JG100,"DSM 16065, KCTC 12186, JCM 12315",1,"Psychrobacter alimentarius",1.7
8196,SW-210,"DSM 16329, KCTC 12254, CIP 108795",1,"Psychrobacter aquimaris",1.1
8203,273-4,"DSM 17307, CIP 109905, VKM B-2377",1,"Psychrobacter arcticus",0.73
8207,"SW-238, JG-238","DSM 23510, JCM 12601, KCTC 12313, CIP 109014",1,"Psychrobacter celer",1
8202,"5, K5","DSM 17306, VKM B-2378",1,"Psychrobacter cryohalolentis",0.5-0.8
133480,KC40,"KMM 3954, NRIC 0746, JCM 15525",1,"Psychrobacter fulvigenes",0.8
139044,,"CIP 111025, KCTC 42280, CCTCC AB 2014019",1,"Psychrobacter glaciei",0.5-0.8
8187,"Pi 2-20","DSM 15387, CIP 108811, KMM 3646",1,"Psychrobacter maritimus",1.25
8201,SW-242,"DSM 16330, KCTC 12255, CIP 108796",1,"Psychrobacter namhaensis",1.1
133525,T-3-2,"JCM 15603, NCIMB 14510, CIP 110995",1,"Psychrobacter piscatorii",1
133281,S6-60,"JCM 31058, LMG 29157, CIP 111450",1,"Psychrobacter pocilloporae",0.9-1.1
130458,13983,"DSM 23635, CCUG 59771",1,"Psychrobacter sanguinis",0.5-1.0
141081,DB-3,"KCTC 52037, NBRC 111757",1,"Psychroflexus aestuariivivens",0.2-0.5
5630,"WS 4520, G 5209","DSM 23581, CCUG 59705, LMG 25857, WCC 4520",1,"Psychroflexus halocasei",0.55
166337,C1,"MCCC 1H00415, KCTC 72796",1,"Psychroflexus maritimus",0.2-0.5
141091,X15M-8,"CGMCC 1.12931, JCM 30616",1,"Psychroflexus planctonicus",0.3-0.6
133496,ISL-14,"KCTC 22483, CCUG 56752, ISL -14",1,"Psychroflexus salinarum",0.3
133250,WDS4A13,"KCTC 52043, MCCC 1H00134",1,"Psychroflexus saliphilus",0.3-0.5
141092,X15M-6,"CGMCC 1.12925, JCM 30615",1,"Psychroflexus salis",0.5-0.9
23019,YIM-C238,"DSM 19803, CCTCC AA 207030, KCTC 22166",1,"Psychroflexus sediminis",0.4-1.0
5629,LA1,"DSM 15496, ATCC BAA 734",1,"Psychroflexus tropicus",0.21
159836,,"JCM 31143, KACC 19070, MCC 2780, MTCC 12460, IHBB 11108",1,"Psychromicrobium lacuslunae",0.5-0.8
133081,AK20-18,"DSM 102047, LMG 29369",1,"Psychromicrobium silvestre",0.5-0.6
133438,J42-3A,"NBRC 104585, KCTC 22285",1,"Psychromonas agarivorans",0.65
140472,M1A1,"CIP 111183, CCM 8710, LMG 29766",1,"Psychromonas aquatilis",1.2
134357,,"JCM 14784, ATCC BAA 1526, JAMM 0404",1,"Psychromonas aquimarina",0.9-1.1
134244,K41G,"JCM 11830, ATCC BAA 638",1,"Psychromonas hadalis",0.8-1
134372,AK15-027,"MBIC 06898, NCIMB 14416",1,"Psychromonas heitensis",0.5-1
13519,37,"DSM 17664, CCUG 51855, CIP 108865",1,"Psychromonas ingrahamii",1.25-1.5
13521,,"DSM 21936, ATCC BAA 1525, JCM 14783, JAMM 0394",1,"Psychromonas japonica",0.5-0.8
134358,,"JCM 14785, ATCC BAA 1527, JAMM 0415",1,"Psychromonas macrocephali",0.6-0.8
134356,,"JCM 14786, ATCC BAA 1528, JAMM 0738",1,"Psychromonas ossibalaenae",0.7-1.1
133850,F051-1,"KCTC 23539, JCM 17632",1,"Psychroserpens damuponensis",0.5
134187,,"KCCM 42261, JCM 13413, KOPRI 13649, CIP 109253",1,"Psychroserpens mesophilus",0.41-0.51
159736,T8,"CGMCC 1.15924, KCTC 333888",1,"Pueribacillus theae",0.5-0.7
166316,RR4-38,"KCTC 52651, DSM 108068",1,"Pukyongia salina",0.5-0.6
133210,7578-24,"CGMCC 1.15371, JCM 31236",1,"Pullulanibacillus camelliae",0.7-0.9
14408,UG-2,"DSM 19429, LMG 24205",1,"Pullulanibacillus uraniitolerans",0.5
166528,SC2-7,"KACC 19309, NBRC 113102",1,"Pulveribacter suum",0.6-0.7
140731,JSSK-17,"KCTC 52765, NBRC 112766",1,"Puniceibacterium confluentis",0.4-1
17650,,"DSM 26450, JCM 14086, KCCM 42343, NBRC 101964, IMCC 1545",1,"Puniceicoccus vermicola",0.8
364,,"DSM 25164, JCM 14767, KCTC 22046, DCY 25",1,"Pusillimonas ginsengisoli",0.3-0.6
365,B201,"DSM 25667, JCM 16917, KACC 14927",1,"Pusillimonas harenae",0.5-0.7
362,BN9,"DSM 10065, CCUG 51657, NCIMB 14020",1,"Pusillimonas noertemannii",0.5-0.8
363,MJ07,"DSM 25264, JCM 16386, KCTC 22455",1,"Pusillimonas soli",0.3-0.5
166456,YE3,"KCTC 62737, NBRC 113113",1,"Pusillimonas thiosulfatoxidans",0.7-1.2
133960,E403,"CCTCC AB 2012862, CGMCC 41.12333, KCTC 32192, CGMCC 1.12333",1,"Pustulibacterium marinum",0.69
140646,MI-28,"KCTC 29239, LMG 27848, BCRC 80688",1,"Puzihella rosea",0.1-0.2
17785,W5455,"DSM 21147, CCUG 55836, KCTC 15164, JCM 16336",1,"Pyramidobacter piscolens",0.75
132578,"Souchothèque de Bretagne BG1337","DSM 101590, NCB 100",1,"Pyrococcus kukulkanii",1
132610,Su06,"DSM 28599, ATCC BAA 2559",1,"Pyrodictium delaneyi",0.8
158527,GYP-11,"CGMCC 1.15125, KCTC 42509",1,"Pyruvatibacter mobilis",0.22-0.48
6329,AG-019,"DSM 44889, ATCC BAA 1104, CIP 108941, JCM 16010, NBRC 106147",1,"Quadrisphaera granulorum",2.1
141111,CGI-09,"DSM 29781, JCM 31785",1,"Quisquiliibacterium transsilvanicum",0.6-0.7
132551,,"DSM 100773, NCCB 100574, MSR MSr9521, MSR 9521",1,"Racemicystis crocea",1.2-1.5
133077,37,"DSM 103165, NCCB 100606, MSR MSr11462, MSR 11462",1,"Racemicystis persica",1.2-3.0
166374,SAP-19,"KACC 21744, NBRC 114407",1,"Rahnella aceris",0.9-1.0
158700,SPSPC-11,"CECT 9012, LMG 29233",1,"Raineya orbicola",0.5-0.8
133021,LZ-22,"DSM 100494, ATCC TSD-18, JCM 30886",1,"Raineyella antarctica",0.6-1.0
2086,R001,"CCUG 32781, CIP 108366, ATCC 49453, DSM 7385, ATCC 49543, LMG 10661, NCPPB 3446",1,"Ralstonia syzygii",1.0
141112,CJ661,"KACC 19305, JCM 32081",1,"Ramlibacter alkalitolerans",1
166265,18x22-1,"GDMCC 1.1584, KCTC 52922",1,"Ramlibacter humi",0.2-0.6
141048,THG-YS3.2.7,"KCTC 52083, CCTCC AB 2015357",1,"Ramlibacter rhizophilus",0.5-0.6
,,,,,0.5-1.0
140017,,"DSM 103551, JCM 23209, TISTR 1750, IAM 15448",1,"Rapidithrix thailandica",0.7
158789,DL-329,"VKM Ac-2121, LMG 22542",1,"Rathayibacter oskolensis",0.5-0.7
158539,J77-1,"KEMB 9005-548, KACC 19172, JCM 31920",1,"Ravibacter arvi",0.7-0.9
140272,HM,"DSM 100378, JCM 30982",1,"Rectinema cohabitans",0.3-0.5
24684,,"DSM 25897, CCTCC AB 2012062, YIM 77974",1,"Rehaibacterium terrae",0.15
159843,DC003,"KCTC 42867, MCCC 1H00130",1,"Reichenbachiella versicolor",0.2-0.4
130500,,"DSM 29881, IMCC 4489, KCCM 42938, KCTC 22813, NBRC 106079",1,"Reinekea aestuarii",0.4-0.5
130499,,"DSM 29825, CCUG 52066, CECT 7120, MED 297",1,"Reinekea blandensis",0.5
158528,,"KACC 17315, CECT 8288, HME 8277",1,"Reinekea marina",0.2-0.4
11293,"R 59","DSM 15388, CECT 7363, CIP 108810, KMM 3655",1,"Reinekea marinisedimentorum",0.45
166392,SSH23,"KACC 21168, NBRC 113795",1,"Reinekea thalattae",0.15-0.3
140732,Seoho-37,"KCTC 52223, JCM 31892",1,"Reyranella aquatilis",0.5-0.7
133909,KIS14-15,"KACC 13034, NBRC 108950",1,"Reyranella soli",0.9
132963,R49,"DSM 105074, JCM 30685, KACC 18395, KEMB 9005-318",1,"Rhabdobacter roseus",0.82-0.93
2460,SW-353,"DSM 22684, JCM 14331, KCTC 12840, CGMCC 1.10346",1,"Rheinheimera aquimaris",0.5
2459,K19414,"DSM 18694, LMG 23818",1,"Rheinheimera chironomi",0.5
159783,TAPG2,"BCRC 81054, LMG 30056, KCTC 52815",1,"Rheinheimera coerulea",0.6-0.8
133764,LH2-2,"CGMCC 1.7003, NBRC 105632",1,"Rheinheimera longhuensis",0.4
158590,TP462,"KACC 18560, CGMCC 1.15399",1,"Rheinheimera marina",0.5-0.7
140034,"E407-8, E407.8","DSM 22401, CCTCC AB 209089, KACC 14030, CCTCC AB 20908",1,"Rheinheimera nanhaiensis",0.4
158757,KH87,"ATCC BAA 2715, CIP 111115, DSM 100018",1,"Rheinheimera salexigens",0.6-0.7
2461,BD-d46,"DSM 19413, KCTC 22077, BCRC 80292",1,"Rheinheimera soli",0.9-1.5
2462,JA3-B52,"DSM 19460, CGMCC 1.6362, JCM 14254",1,"Rheinheimera tangshanensis",0.4-1
2456,A62-14B,"DSM 17496, ATCC BAA 1235",1,"Rheinheimera texasensis",0.75
133885,Ruye-90,"LMG 26339, BCRC 80263, KCTC 23315",1,"Rheinheimera tilapiae",0.55
12716,,"DSM 19916, KCTC 12591, LMG 23394, Gsoil 322",1,"Rhizobacter fulvus",0.45
141093,FH13,"CCBAU 101094, HAMBI 3626, LMG 28672",1,"Rhizobium acidisoli",0.47-0.78
133420,GBV016,"CFBP 71465, LMG 24466",1,"Rhizobium alamii",0.7
133176,,"BR 10423, HAMBI 3664",1,"Rhizobium altiplani",0.4
140533,,"KCTC 52299, MCCC 1K03215, MIM 27",1,"Pararhizobium arenae",0.9-1.0
132978,"Po 20/26","DSM 100211, LMG 28788",1,"Mycoplana azooxidifex",0.8-1.0
132154,LBP2-1,"DSM 104289, ATCC BAA 2435, CIP 110456, CCGE 524",1,"Rhizobium calliandrae",0.5
166529,C5,"CCTCC AB 2018143, LMG 30777",1,"Rhizobium chutanense",0.4-0.5
13630,L61,"DSM 17795, JCM 21505, BCRC 80436, CCBAU 10050, IAM 15042, KCTC 12121, NBRC 102495, NCIMB 14499",1,"Rhizobium daejeonense",0.65
166117,SPY-1,"ACCC 61627, JCM 33732",1,"Rhizobium deserti",0.3-0.7
13633,,"DSM 19331, CCBAU 33202, JCM 14381, LMG 23997, JCM 14831",1,"Rhizobium pisi",0.5-0.7
133182,ZFJT-2,"CCTCC AB 2013015, KCTC 32301, LMG 27603",1,"Rhizobium gei",0.7-0.9
166106,CL12,"GDMCC 1.1597, KACC 21281",1,"Rhizobium glycinendophyticum",0.6-0.8
13648,YC6881,"DSM 21600, KACC 13775",1,"Rhizobium halophytocola",1
140867,shin9-1,"LMG 27163, KCTC 32148",1,"Rhizobium ipomoeae",0.2-0.3
132155,"SJP1-2, NSJP1-1","DSM 104288, ATCC BAA 2446, CIP 110454, CCGE 526",0,"Rhizobium mayense",0.45
,,,,,0.53
133473,5LMG24135,"JCM 14777, CCBAU 25010, LMG 24135",1,"Rhizobium mesosinicum",0.6
134342,,"LMG 24208, HAMBI 2971, CCBAU 41251",1,"Rhizobium miluonense",0.7
